link,title,user_link,user_name,rating,content,visit_date,purpose,review_date
/ShowUserReviews-g298573-d12956527-r887248703-National_Museum_of_Natural_History-Manila_Metro_Manila_Luzon.html,A museum worth visiting,/Profile/Dyafrica,Chikito,4.0,"A great place to spend your weekend to learn new things about our natural history. The place is well-maintained, clean, and organized. The colletion is pretty decent although could be further improved by having more items on exhibit. The place was really good and comparable to museums abroad. A must visit for people of all ages.",Dec 2022,Couples,",22 April 2023"
/ShowUserReviews-g298573-d12956527-r881427458-National_Museum_of_Natural_History-Manila_Metro_Manila_Luzon.html,A must see place,/Profile/Mattpaps,Mattpaps,5.0,Very pleasant surprise.,Mar 2023,Business,",8 March 2023"
/ShowUserReviews-g298573-d12956527-r872578763-National_Museum_of_Natural_History-Manila_Metro_Manila_Luzon.html,Photogenic place,/Profile/kunal-explorer,Kunal B,4.0,The great tree like tower inside the museum is a photogenic place and very beautiful. The entry is free but you have to leave your big bags in the lock room and its safe. Great to know about the history of Philippines.,Nov 2022,,",23 December 2022"
/ShowUserReviews-g298573-d12956527-r872568573-National_Museum_of_Natural_History-Manila_Metro_Manila_Luzon.html,Surprisingly Impressive,/Profile/The_Traveling_Expat,The_Traveling_Expat,5.0,"I was genuinely impressed with this museum.  The exhibits were quite interesting, and they give a very good understanding of the flora and fauna of the Philippines.  It is very easy to spend 1-2 hours here checking out everything.",Dec 2022,,",23 December 2022"
/ShowUserReviews-g298573-d12956527-r854177954-National_Museum_of_Natural_History-Manila_Metro_Manila_Luzon.html,An interesting place to visit,/Profile/491glennw,Glenn W,4.0,"Interesting internal architecture coupled with some interesting exhibits (say hello to the big Croc, you will know him when you see him) showing a wide variety of subjects. There is a lot to cover, not as much as the (main) National Museum, but something for everyone I would have thought. A good concentration on exhibits on creatures of the ocean.",Jul 2022,,",15 August 2022"
/ShowUserReviews-g298573-d12956527-r851881596-National_Museum_of_Natural_History-Manila_Metro_Manila_Luzon.html,Must Visit,/Profile/Pradyuman_sonu,Pradyuman,5.0,"Today was a fabulous day for me because I went on a tour of the National Museum of Natural History virtually. There are many segments to visit. For someone who is interested in the history of the earth, they will want to visit Deep Time. If someone is interested in sea-life, they will want to visit the Sant Ocean Hall and so on. But I like to visit the Objects of Wonder. ",Aug 2022,,",4 August 2022"
/ShowUserReviews-g298573-d12956527-r752954286-National_Museum_of_Natural_History-Manila_Metro_Manila_Luzon.html,ReOpened to Public ,/Profile/ronnav2016,Ron,5.0,The National Museum of Natural History,Jan 2020,Couples,",27 April 2020"
/ShowUserReviews-g298573-d12956527-r751224955-National_Museum_of_Natural_History-Manila_Metro_Manila_Luzon.html,For the earth science lovers. ,/Profile/ccdtrv,Explorerold,5.0,"I admit that i preferred the National Museum of Anthropology over the Natural History. Still, it will be worth your while. The architectural design is nice and you definitely will find a lot of amazing things related to nature. If you're into Earth science then you definitely will love it. ",Mar 2020,Solo,",17 March 2020"
,,,,,,,,
/ShowUserReviews-g298573-d310882-r905191728-Malate_Church-Manila_Metro_Manila_Luzon.html,Historical church,/Profile/YuppieLionheart,YuppieLionheart,5.0,"Our Lady of Remedies Parish Church or locally known as Malate Church is located along M.H. Del Pilar St. in Malate, Manila. The church is accessible via public transport and a historical church that is a must visit for those who are interested in historical structures.",Apr 2023,,",24 July 2023"
/ShowUserReviews-g298573-d310882-r840521859-Malate_Church-Manila_Metro_Manila_Luzon.html,Small historical church,/Profile/CzarEmmanuel,Czar Emmanuel,3.0,"This church, dedicated to Nuestra Señora de los Remedios (Our Lady of Remedies), is one of the most popular churches in Metro Manila. It is located in the Malate area. Although the original late-16th century structure built by the Augustinians has long been gone and the present church is post-World War II, it is still beautiful to behold and has a long history behind it. For one thing, the image of Our Lady of Remedies venerated in it is original and continues to attract countless devotees who believe in its miraculous powers. The church is quite small, but it has a solemn ambiance conducive to prayer.",May 2022,Friends,",29 May 2022"
/ShowUserReviews-g298573-d310882-r816539985-Malate_Church-Manila_Metro_Manila_Luzon.html,Radiant Church,/Profile/ayamran13,Ran Bon,5.0,Wonderful structure. This was refurbished but it still retained its glorious character. The street lights surrounding the church at night gave it greater radiance as well.,Aug 2021,Solo,",29 October 2021"
/ShowUserReviews-g298573-d310882-r707343540-Malate_Church-Manila_Metro_Manila_Luzon.html,Mass in Malate Church,/Profile/glo_2r,Gloria Raut,3.0,"Attending mass after our learning activity in nearby hotel, I noticed that most of the parishioners attending were workers from their work, senior citizens, and vendors. The place is clean, accessible to transportation. They have two masses daily. Memorable mass attendance.",Oct 2018,,",6 September 2019"
/ShowUserReviews-g298573-d310882-r696519040-Malate_Church-Manila_Metro_Manila_Luzon.html,classic and cozy,/Profile/1travelingGuy,1travelingGuy,5.0,"wonderful patrons and clergy here . check for times  because they have English masses sometimes, if interested",Jul 2019,,",7 August 2019"
/ShowUserReviews-g298573-d310882-r692774180-Malate_Church-Manila_Metro_Manila_Luzon.html,Beautiful Historical Church,/Profile/kellytueres,kellytueres,5.0,"Still one of the beautiful historical churches Manila has. It's in a perfect spot where restaurants and hotels abound, so visiting this beautiful church by walking is such an easy way to go.",Jul 2019,Family,",26 July 2019"
/ShowUserReviews-g298573-d310882-r668033098-Malate_Church-Manila_Metro_Manila_Luzon.html,Historical church,/Profile/Doodsky,doods,3.0,"Malate church is one of the oldest churches in Manila. It pays to visit for a short time, taking souvenir photos in front of the church.",Mar 2019,Couples,",21 April 2019"
/ShowUserReviews-g298573-d310882-r667736094-Malate_Church-Manila_Metro_Manila_Luzon.html,A Stone Church Facing the Bay,/Profile/Lextrike,Lexter,4.0,"This church is one of the oldest in the city of Manila. This can be easily reached by Jeepneys or a 15 minute walk from the nearest LRT Station (Quirino). It's facade maybe small, but it has a spacious interior. It is also one of the church that has a twisted column in its facade. ",Apr 2019,Solo,",19 April 2019"
/ShowUserReviews-g298573-d310882-r660257014-Malate_Church-Manila_Metro_Manila_Luzon.html,One of the historical churches in Manila,/Profile/maryroses842,Mary Rose S,4.0,"We exchange our vows on this place. When we visit again this church to hear the Sunday mass, 2:30pm wass was translated in bisaya language,",Mar 2019,Family,",22 March 2019"
/ShowUserReviews-g298573-d310882-r657565506-Malate_Church-Manila_Metro_Manila_Luzon.html,"Historical Site that survived marauding pirates, Dutch invasion and World War II shelling",/Profile/leomila2017,Leomil A,5.0,"The Church officially called Our Lady of Remedies (Remedios in Spanish thus the street name) was built by Augustinian missionaries in the 17th century. Since then it has survived natural and man made catastrophes. Every time it was burnt down or destroyed, its parishioners would come together to gather their resources for rebuilding it. Very much accessible by way of pedestrian lane along Roxas Boulevard.",Mar 2019,Family,",10 March 2019"
,,,,,,,,
/ShowUserReviews-g298573-d554231-r899526229-Chinatown-Manila_Metro_Manila_Luzon.html,Enjoyed our time in Binondo,/Profile/lkn123,lkn123,5.0,We visited from the U.S. and enjoyed walking around Binondo (Chinatown). There were many shops to pop into and some great restaurants/food stands scattered throughout as we wandered the streets.,Jun 2023,,",1 July 2023"
/ShowUserReviews-g298573-d554231-r872498637-Chinatown-Manila_Metro_Manila_Luzon.html,Filthy and polluted,/Profile/00RSN00,00RSN00,2.0,"I liked the Seng Guan temple, The Lucky Chinatown mall and the museum were okay. But the streets are filthy and disgusting and unwalkable.",Dec 2022,,",22 December 2022"
/ShowUserReviews-g298573-d554231-r856825334-Chinatown-Manila_Metro_Manila_Luzon.html,Changes at Chinatown,/Profile/lydiarJ5753BV,lyd,3.0,"This weekend with so many shut down stores, only food shops still operating and many of them selling imported Chinese foodstuff.   And a few Chinese Traditional Medicine outlets still open with shortened hours. Take out cooked food outlets still making good sales",Aug 2022,,",28 August 2022"
/ShowUserReviews-g298573-d554231-r850341584-Chinatown-Manila_Metro_Manila_Luzon.html,Fun and intersting,/Profile/Swami_Of_Taste,Sri Babbai Sri ... a,5.0,So much to see. Plenty of shops and many restaurants! Great deals on all kinds of stuff. The church is Amazing and worth checking out the ceiling. Engbees has good food and souvenirs I would go again.. ,May 2022,,",28 July 2022"
/ShowUserReviews-g298573-d554231-r846355790-Chinatown-Manila_Metro_Manila_Luzon.html,a taste of LOCAL Chinese culture,/Profile/J6370HKjennyp,jenny p,5.0,"It seems that people, mostly Westerners, are expecting all Chinatowns to be the same. Basically, thinking of Chinese culture and people to be homogenous.",Aug 2021,Solo,",5 July 2022"
/ShowUserReviews-g298573-d554231-r840007692-Chinatown-Manila_Metro_Manila_Luzon.html,rediscovering Chinatown,/Profile/lydiarJ5753BV,lyd,3.0,"locals are trying out food outlets after reading or viewing reviews. because of on going pandemic. less number of people and less business activity.  Eng Ho bakery in T. Alonzo St, Binondo have delicious products at reasonable prices. ",May 2022,,",26 May 2022"
/ShowUserReviews-g298573-d554231-r783409675-Chinatown-Manila_Metro_Manila_Luzon.html,revisited Manila Chinatown,/Profile/lydiarJ5753BV,lyd,3.0,"small retail shops offering a myriad of merchandise are hard to find. now banks, eating and food shops, banks, malls, and residential condos are there.",Feb 2021,,",23 February 2021"
/ShowUserReviews-g298573-d554231-r766495688-Chinatown-Manila_Metro_Manila_Luzon.html,happening today,/Profile/P5729FYchrisr,c devera,3.0,"Binondo prime Chinatown  can be covered on foot in 2 hours. If you include the San Nicolas and Divisoria areas, then you need at least 5 hours. With more and more Fujian and Cantonese migrants this is now the real CHINA town. Most are staying in new condos and in trading.. Some operate small order restos with authentic Chinese flavors. And buy your TCM.",Feb 2020,,",23 August 2020"
/ShowUserReviews-g298573-d554231-r755426066-Chinatown-Manila_Metro_Manila_Luzon.html,Crowded and crazy but so fun!,/Profile/RaringtoGo8,RaringtoGo8,5.0,"Don't miss it.  Great bargains in food and shopping. Better to go with a local friend or guide to steer you to favorite spots, so you don't msis out  ",Jan 2020,,",25 May 2020"
/ShowUserReviews-g298573-d554231-r752539696-Chinatown-Manila_Metro_Manila_Luzon.html,Chinatown walk,/Profile/Sightseer11855517420,Sightseer11855517420,4.0,"Nice place to visit in ,old area wity lot of shops and restaurent around,one can feel the old city ambience there",Mar 2020,,",12 April 2020"
,,,,,,,,
/ShowUserReviews-g298573-d19635886-r746422838-Museo_Filipino_Intramuros-Manila_Metro_Manila_Luzon.html,"Small, but informative.",/Profile/benguin5611,benguin,3.0,"It’s small, but there is quite a lot of information. It’s mostly about Pilipinas from the 1600’s onwards.",Feb 2020,Couples,",20 February 2020"
/ShowUserReviews-g298573-d19635886-r742838190-Museo_Filipino_Intramuros-Manila_Metro_Manila_Luzon.html,Marvelous,/Profile/rachelln,rachell a,5.0,"My husband and I vacationed with my sister, brother-in-law (BIL), and my parents during the Christmas holidays. One of the sites we decided to go to was Intramuros in Manila. I am sure glad we went because it is a beautiful experience. You learn about the country's history through interesting pictures and summaries. ",Dec 2019,,",3 February 2020"
/ShowUserReviews-g298573-d19635886-r741826973-Museo_Filipino_Intramuros-Manila_Metro_Manila_Luzon.html,Great Museum ,/Profile/DCaral,D.Caral,5.0,Great museum for tourists. Interesting things to see and  learn. The facilities are clean and comfortable. Free WiFi. If you are in Manila and have time no doubt in visit it ,Jan 2020,Family,",28 January 2020"
/ShowUserReviews-g298573-d19635886-r741427668-Museo_Filipino_Intramuros-Manila_Metro_Manila_Luzon.html,BEST MUSEUM IN INTRAMUROS,/Profile/942jositoo,Josito o,5.0,"The building does no look a museum at all. It is an office building and the museum is in the 6th floor. There are a lot of people in the entrance, but inside the museum we were just a few.. I liked it. Now they will have to put a pannel explaining the history of the volcanos in the Philippines🤗",Jan 2020,Solo,",26 January 2020"
/ShowUserReviews-g298573-d19635886-r741032182-Museo_Filipino_Intramuros-Manila_Metro_Manila_Luzon.html,Amazing,/Profile/Wanderer763093,Wanderer763093,5.0,At the beginning you feel a little bit lost inside the builiding where the museum is located. It is a great museum featuring the history of the Philippines. It covers early history of the original island culture through the period of Spanish and US dominion up to independence. There is a tribute to the filipino heroes. Mabuhay Pilipinas!!!,Dec 2019,,",24 January 2020"
/ShowUserReviews-g298573-d19635886-r740578066-Museo_Filipino_Intramuros-Manila_Metro_Manila_Luzon.html,Very interesting visit.,/Profile/patriciarI3737OO,Patricia R,5.0,"I truly enjoyed this museum, especially because it helped me to explain to my child why the Philippines is called like that, to honour King Felipe from Spain. If you are in Intramuros, you have to visit it!!!",Jan 2020,,",22 January 2020"
/ShowUserReviews-g298573-d19635886-r740563054-Museo_Filipino_Intramuros-Manila_Metro_Manila_Luzon.html,"Museo Filipino, Intramuros",/Profile/zocayo,zocayo,5.0,"I would recommend Museo Filipino to install informative panels about volcano´s eruptions, the evolutión of the traffic and the corruption levels in the country in the last 30 years😬",Jan 2020,Couples,",22 January 2020"
/ShowUserReviews-g298573-d19635886-r740422445-Museo_Filipino_Intramuros-Manila_Metro_Manila_Luzon.html,A quick walk through Philippines history,/Profile/carloslA4281FZ,Carlos L,4.0,"Small, but cosy with an interesting exposition of historical panels with the most important events from Philippines's history, honouring the filipino heroes. Mabuhay Pilipinas!!",Dec 2019,,",21 January 2020"
/ShowUserReviews-g298573-d19635886-r740387313-Museo_Filipino_Intramuros-Manila_Metro_Manila_Luzon.html,A must-visit in Manila,/Profile/dgchrl,dgchrl,5.0,"Being located above an office with several people coming in and coming out of the builiding, I was very sceptical at first. Looked like it was a cheap tourist money grab, but once we committed ourselves, we were very happily surprised. I enjoyed readign about the filipino heroes. Mabuhay Pilipinas!!!",Nov 2019,Couples,",21 January 2020"
/ShowUserReviews-g298573-d19635886-r740349522-Museo_Filipino_Intramuros-Manila_Metro_Manila_Luzon.html,Museum,/Profile/MPdOSP,MPdO,5.0,"This is definitely a must see in Intramuros. It is a well concepted museum where you learn the history of the Philippines. You will see a lot of people in the main entrance of the building but do not worry, the museum is in the rooftop and we were there just a few tourists.",Jan 2020,Family,",21 January 2020"
,,,,,,,,
/ShowUserReviews-g298573-d2228686-r897761048-Shangri_La_Plaza-Manila_Metro_Manila_Luzon.html,Shangri-la Mall is discriminatory to bikers and big dogs,/Profile/EllaOco,EllaOco,1.0,"Shangri-la Mall is extremely discriminatory to bikers. It is also very anti pets and so NOT dog-friendly. It is the only mall in Metro Manila that does not allow a fully vaccinated, disciplined, kind and friendly Golden Retriever into the mall just because he wasn’t wearing a diaper. Our dog doesn’t need one!",Jun 2023,Family,",25 June 2023"
/ShowUserReviews-g298573-d2228686-r890037730-Shangri_La_Plaza-Manila_Metro_Manila_Luzon.html,Uncrowded and spacious,/Profile/YuppieLionheart,YuppieLionheart,5.0,"This is my go to place in Mandaluyong as it is not crowded unlike the other malls even if it's a holiday, my most recent visit was on May 1, 2023. They also have the shops that I'm looking for, that's why I always choose to dine and shop here when I'm around the area. The mall has a chapel, variety of restaurants, food court with the typical fast food chains and luxury retail stores. The mall is also accessible for commuters as it is connected to MRT Shaw station.",May 2023,,",12 May 2023"
/ShowUserReviews-g298573-d2228686-r881529171-Shangri_La_Plaza-Manila_Metro_Manila_Luzon.html,Shangri-La Ortigas Philippines my kind of hotel,/Profile/MarieA903,Marie A,5.0,"Shangri-La, Ortigas Philippines is the best ever. The brekky is great and the value for money awesome!! A real five star hotel.",Jan 2023,Couples,",9 March 2023"
/ShowUserReviews-g298573-d2228686-r836651059-Shangri_La_Plaza-Manila_Metro_Manila_Luzon.html,Less Crowded Compared to Others,/Profile/doctorfoxtrot,doctorfoxtrot,4.0,"Before the pandemic , this used to be my go to mall , for shopping , dining or just relaxation. With lockdowns and restrictions, I noticed several restaurants and shops closing down. Now with the laxity of measures , mall goers are slowly increasing by the numbers. But no changes had been made. No modifications, place becomes more dated . Lastly it is very much less cooler. I don’t like the dining ambience. Compared to the Power Plant Mall , it pales with the opening of the Grid food market.",Apr 2022,Family,",30 April 2022"
/ShowUserReviews-g298573-d2228686-r782674237-Shangri_La_Plaza-Manila_Metro_Manila_Luzon.html,AGGRESSIVE PROMO STAFF,/Profile/Trail779530,carmie r,5.0,Management should do something about the aggressive behavior of the promo staff stationed at the edge of Healthy Options. ,Feb 2021,,",11 February 2021"
/ShowUserReviews-g298573-d2228686-r753560880-Shangri_La_Plaza-Manila_Metro_Manila_Luzon.html,Beautiful Mall,/Profile/FrenxTravels,Frenxies Travels,5.0,Shangri-la Plaza Ortigas is a nice high end mall. The aesthetics of this mall are magnificent and attractive. It has lots of nice restaurants and popular brands. I like going here when I am near the place. This was rated by Alex the Media Guy. #FrenxiesMedia #FrenxiesTravels #Nworld #AlexMediaGuy #FrenxiesNewsWire,Jan 2020,Couples,",16 May 2020"
/ShowUserReviews-g298573-d2228686-r749070202-Shangri_La_Plaza-Manila_Metro_Manila_Luzon.html,Cozy mall but the exterior needs a bit of retouch,/Profile/MakotoPhil,Makoto,4.0,"The mall is complete with different kinds of shops and restaurants. It also has direct access to the MRT station. From the outside it somehow look aged, but inside it’s a cozy, gleaming mall.",Dec 2019,,",4 March 2020"
/ShowUserReviews-g298573-d2228686-r747506707-Shangri_La_Plaza-Manila_Metro_Manila_Luzon.html,Bigger and better than i thought,/Profile/bcheong,bcheong,3.0,"Staying at the shangri-la and popped by this mall next door for an errand and dinner. It is bigger and better than i expected. It looks old, but has:",Feb 2020,Solo,",25 February 2020"
/ShowUserReviews-g298573-d2228686-r732965937-Shangri_La_Plaza-Manila_Metro_Manila_Luzon.html,Nice place to shop,/Profile/Paddy456f,Paddy,5.0,"I prefer this Mall than SM Megamall as it’s much easier to navigate around. Some nice shops and customer service at each on I visited was very good. However, shops are much more plentiful at SM Megamall. If staying at Edsa Shangri la the access is easy and security is tight which give a greater sense of security.",Dec 2019,Solo,",16 December 2019"
/ShowUserReviews-g298573-d2228686-r726089373-Shangri_La_Plaza-Manila_Metro_Manila_Luzon.html,One of the better Malls,/Profile/tigertw,tigertw,5.0,The ShangriLa Plaza gives one the comfort of being in a well appointed Mall without the feeling of being hassled by a multitude of people. The walkways are clean and broad. There are shops galore to pander to a multitude of tastes. Food outlets abound and you won’t be left wanting for anything.,Nov 2019,Friends,",13 November 2019"
,,,,,,,,
/ShowUserReviews-g298573-d310885-r876023779-Metropolitan_Museum_of_Art-Manila_Metro_Manila_Luzon.html,Metropolitan Museum of Art,/Profile/petermY2777LY,Peter M,4.0,"I went there but unfortunately both the museum, and the banking museum were closed due to renovations.It is in the Central Bank complex in Malate. I have been there before as well as the banking museum which was free",Oct 2022,,",23 January 2023"
/ShowUserReviews-g298573-d310885-r742318011-Metropolitan_Museum_of_Art-Manila_Metro_Manila_Luzon.html,"small museum, one hour tour",/Profile/J6514XNdavidb,David B,4.0,small museum with permanent and ongoing exhibits. love the recently concluded empty chair exhibit. can be explored in an hour,Jan 2020,Solo,",31 January 2020"
/ShowUserReviews-g298573-d310885-r733257145-Metropolitan_Museum_of_Art-Manila_Metro_Manila_Luzon.html,Decent museum of contemporary art ,/Profile/kanemochi,Steven T,4.0,The Metropolitan Museum features contemporary art from Filipino artists.  There are rotating exhibits as well as occasional workshops offered.  Tuesdays are free.  Free guided tours are offered on Saturdays.  The museum describes itself as a “museum for all”.  Some of the pieces displayed invite interaction from the viewer.  You’ll be able to cover the entire museum in under two hours.  Photographs are allowed without flash.  ,Dec 2019,Solo,",17 December 2019"
/ShowUserReviews-g298573-d310885-r721767686-Metropolitan_Museum_of_Art-Manila_Metro_Manila_Luzon.html,Depressingly empty gallery,/Profile/Bermondsey_7,Bermondsey_7,2.0,"Was really looking forward to visiting this gallery, so arrived just after opening and duly paid our entrance fee.",Oct 2019,Friends,",27 October 2019"
/ShowUserReviews-g298573-d310885-r673189154-Metropolitan_Museum_of_Art-Manila_Metro_Manila_Luzon.html,"Sculptors, Designers and Fashion",/Profile/ynadqnor,ynadqnor,4.0,This museum which was built in 1976 can be found within the Bangko Sentral ng Pilipinas Complex along Roxas Boulevard in Malate Manila with a free admission every Tuesday and a free guided tour every Saturday. It houses an exhibition of architecture and design works from Germany in the first floor together with a gallery of art and sculptures from Filipino artist and a history of fashion revolution on the second floor. This building houses artistic and cultural interest to art students and professionals alike.,May 2019,Family,",11 May 2019"
/ShowUserReviews-g298573-d310885-r666379073-Metropolitan_Museum_of_Art-Manila_Metro_Manila_Luzon.html,More than the exhibits themselves are the excellent tour guides,/Profile/Medy1950,Medy1950,5.0,"We had a chance to visit the Metropolitan Museum of Art and chanced upon their president, Tina Colayco. She was really helpful but she allowed her guides to guide us and filled in where they left off mostly on ""ancient"" history concerns since we are senior citizens from Davao City exploring the cultural scene in Manila.We were also lucky since she had some design students and she pointed out important design innovations.  An interesting exhibit was the story of the Werkbund in pictures, text, and actual products and how it still exists from the first WW up to the present. Its designs were ahead of its times! They were talking of branding before it was in fashion, The functional chair collection showed designs that are used even today! The young guides did not know ""soligia."" The museum itself that was open to public were the ground floor and second floor. On the second floor I liked their art collection; paintings and a few sculptures. They were show casing there, too, some clothing which used recycled materials! You wouldn't have guessed. I do wish to return to view their gold collection. Another visit!",Apr 2019,,",14 April 2019"
/ShowUserReviews-g298573-d310885-r660295222-Metropolitan_Museum_of_Art-Manila_Metro_Manila_Luzon.html,Too artsy,/Profile/cheekadiz,Maria Francesca,3.0,"I find the paintings and art collection hard to understand; although the area is spacious enough to accommodate big groups and students. Place is well kept, there are several exhibits, mostly from local artists.",Feb 2019,Couples,",22 March 2019"
/ShowUserReviews-g298573-d310885-r639611354-Metropolitan_Museum_of_Art-Manila_Metro_Manila_Luzon.html,You can skip this,/Profile/NiranjanH_12,Niranjan H,3.0,Good photos but not worth seeing if you have seen many museums. It has a good collection of contemporary art.,Nov 2018,Solo,",14 December 2018"
/ShowUserReviews-g298573-d310885-r638497424-Metropolitan_Museum_of_Art-Manila_Metro_Manila_Luzon.html,Enjoying the stay,/Profile/visaoglobal,Artur D,5.0," was pleasantly surprised by the quality of the exhibits and the careful way how everything is exposed and taken care of, it is worth devoting a few hours to learn",Nov 2018,,",10 December 2018"
/ShowUserReviews-g298573-d310885-r626092470-Metropolitan_Museum_of_Art-Manila_Metro_Manila_Luzon.html,A great surprise,/Profile/JorgeViduka,JorgeViduka,4.0,"I visited the museum with my girlfriend and it was a great surprise. We discover some local artists that we didn't know. Very nice museum even-though it was empty. Our hotel was close to the museum so we decided to visit it, worth it",Feb 2018,Couples,",18 October 2018"
,,,,,,,,
/ShowUserReviews-g298573-d2074060-r781502253-168_Shopping_Mall-Manila_Metro_Manila_Luzon.html,Place that I leave,/Profile/jallinc2021,Jallin C,5.0,Wow! This place is so nice I live my home is in 168 shopping mall. Good place many good thing I love 168 shopping mall. do you love?,Jan 2021,Business,",21 January 2021"
/ShowUserReviews-g298573-d2074060-r755694803-168_Shopping_Mall-Manila_Metro_Manila_Luzon.html,Time pass,/Profile/AaqarshAiyyar,Aaqarsh Aiyyar,4.0,I had a good time roaming around this shopping mall and I bought a few souvenirs . It is a nice place to understand the kind of things you get in Manila.,Feb 2020,Friends,",31 May 2020"
/ShowUserReviews-g298573-d2074060-r740101544-168_Shopping_Mall-Manila_Metro_Manila_Luzon.html,Was there yesterday,/Profile/Indy27,Indy27,5.0,If you are a shopper or you now live in Antipolo as I do shopping before or after church is a delight. You may not buy anything but it gives you an idea of what is available. We don't have street markets and I enjoy them immensely and there are many in Antipolo around the big malls that are everywhere. The products are NOT seconds but high quality and I bought a number of things from electrical  items for my house to shoes and stuff like that including wallets. It is a shopper paradise and walking from the street shops to the mall - in and out - are just great.,Jan 2020,,",19 January 2020"
/ShowUserReviews-g298573-d2074060-r738979696-168_Shopping_Mall-Manila_Metro_Manila_Luzon.html,Plenty of choices mostly made in China.,/Profile/gabayali,gabayali,2.0,"CAREFUL!!!! shop like Marva (old name) now changed to AURA located on the 3rd floor. DISHONEST, bad image for Manila & for our Country.",Dec 2019,,",13 January 2020"
/ShowUserReviews-g298573-d2074060-r737356241-168_Shopping_Mall-Manila_Metro_Manila_Luzon.html,Deals at every turn,/Profile/rayr0d102,rayr0d102,5.0,If you have patience and dont mind long walks then this is the place to go if you are shopping for bargains. They have nearly everything one would look for at cheap prices.. I've shopped at green hills and feel that you will get better deals here as long as you have patience..,Nov 2019,Couples,",6 January 2020"
/ShowUserReviews-g298573-d2074060-r729665827-168_Shopping_Mall-Manila_Metro_Manila_Luzon.html,Fantastic Prices,/Profile/Cruiser50340192406,Cruiser50340192406,5.0,Prices are great your Franklin will go a long long way. Based on the present currency exchange you can buy a lot.,Dec 2018,,",29 November 2019"
/ShowUserReviews-g298573-d2074060-r724564666-168_Shopping_Mall-Manila_Metro_Manila_Luzon.html,Manila Malling,/Profile/azurc21,azurc21,4.0,"Lots of stuffs to choose from toys, clothes electronics etc., with very cheap and reasonable prices, but be sure to choose wisely.",Dec 2018,,",6 November 2019"
/ShowUserReviews-g298573-d2074060-r718144662-168_Shopping_Mall-Manila_Metro_Manila_Luzon.html,Cheap clothes and worth shopping!,/Profile/zerocool19,jaybee,4.0,"If you're into shopping and looking for budget friendly price, this is the place to be, many stuff to buy here. Most of the things you see in Shoppee or Lazada online shopping, you can find it here.. The downside is crowded and unspacious walkway",Jul 2019,,",14 October 2019"
/ShowUserReviews-g298573-d2074060-r712064645-168_Shopping_Mall-Manila_Metro_Manila_Luzon.html,Kimtann168,/Profile/kimtann168,kimtann168,5.0,Good morning friends how are you .me thanks you good service me see angkor wat Cambodia tourist around the temple is very beautiful temple you recommend me photo very where . thanks you very much.,Sep 2019,Friends,",22 September 2019"
/ShowUserReviews-g298573-d2074060-r696383416-168_Shopping_Mall-Manila_Metro_Manila_Luzon.html,It is a must visit,/Profile/Ashrafnz,Ashrafnz,4.0,"Very nice full of goods , all what you want and what you do not expect. ,prices are very good ,it is a shopper heaven",Mar 2019,,",7 August 2019"
,,,,,,,,
/ShowUserReviews-g298573-d548154-r901353446-Cultural_Center_of_the_Philippines-Manila_Metro_Manila_Luzon.html,🏃‍♀️,/Profile/hieatsreych,Hieatsreych,4.0,"In addition to its role as a venue for Cinemalaya and other events, the Cultural Center of the Philippines also serves as an excellent location for jogging.",Aug 2022,Couples,",8 July 2023"
/ShowUserReviews-g298573-d548154-r850343521-Cultural_Center_of_the_Philippines-Manila_Metro_Manila_Luzon.html,Art of up and coming Artists,/Profile/Swami_Of_Taste,Sri Babbai Sri ... a,5.0,"Quite the building! On the second floor was a showing of several artists. A few that will stick with you for the rest of your life. For instance one artist forgive me I don't know their name but forever I will think about the heart display. Made from the burnt wood of the Australian fire is a matrix of wooden hearts. This is a reference to our own death, from the Egyptian book of the dead. The docent explained to me that at death each heart is weighted and to pass to the next life a heart weight exactly the same as a feather.  Each soul's heart must be not be too heavy or too light. It made me think for sure. It was quite moving. Another artist provided a glimpse of death as well with a living piece of the earth. The piece of earth that sits above your coffin, I happened to be there when she was bringing in fresh plants to plant. Like someone tending the grave of a love one after they were gone. Overall many treats to see in the place. I would love to see the theater when it is open. I hope they begin having plays there soon. And get more artists to display there works there. Very enjoyable.",May 2022,,",28 July 2022"
/ShowUserReviews-g298573-d548154-r750941091-Cultural_Center_of_the_Philippines-Manila_Metro_Manila_Luzon.html,Good,/Profile/tylersY4577AX,Hammer13,4.0,Great place to visit and enjoy and soak up the culture of an amazing country and amazing people this is where you learn the true Filipino culture,Feb 2020,Solo,",15 March 2020"
/ShowUserReviews-g298573-d548154-r740102029-Cultural_Center_of_the_Philippines-Manila_Metro_Manila_Luzon.html,Imprressive,/Profile/Indy27,Indy27,5.0,"This is a wonderful museum and a place to visit during the hotter months since it has AC. The cultural center will astound you with things that you never knew existed. Yes, a wonderful attraction and a must",Dec 2019,,",19 January 2020"
/ShowUserReviews-g298573-d548154-r731917737-Cultural_Center_of_the_Philippines-Manila_Metro_Manila_Luzon.html,"Center for culture and arts established by former 1st Lady, Imelda Marcos",/Profile/efrenr916,efrenr916,4.0,"Situated in a complex with the Cultural Center, International Convention Center, Folk Arts Theater, Carnival and Ferry Terminal.A showcase project of the Marcos Regime near Lunata Park and Intramuros.",Sep 2019,,",10 December 2019"
