url,name,number of reviews,address,rating,about,special diets,meals,cuisines,features,rating_Food,rating_Service,rating_Value,rating_Atmosphere,price range
/Restaurant_Review-g298450-d6898153-Reviews-Blackbird-Makati_Metro_Manila_Luzon.html,Blackbird,812,"Nielson Tower, Ayala Triangle Across the Manila Peninsula Hotel, Makati, Luzon 1226 Philippines",4.5,,"Vegetarian Friendly, Gluten Free Options","Lunch, Dinner, Late Night","European, International, Fusion","Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Validated Parking, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",4.0,4.5,4.0,4.5,
/Restaurant_Review-g298574-d8476608-Reviews-Four_Seasons_Buffet_Hotpot_Araneta_Center_Cubao-Quezon_City_Metro_Manila_Luzon.html,"Four Seasons Buffet & Hotpot, Araneta Center Cubao",247,"Manhattan Parkview, Gen. Roxas Avenue Araneta Center, Cubao, Quezon City, Luzon 1109 Philippines",4.5,,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,"Chinese, Filipino, Sushi, Asian",,4.5,4.5,4.0,,₱888 - ₱988
/Restaurant_Review-g298573-d2190952-Reviews-Cafe_Ilang_Ilang-Manila_Metro_Manila_Luzon.html,Cafe Ilang-Ilang,581,"Manila Hotel, One Rizal Park Manila, Philippines, Manila, Luzon Philippines",4.5,,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch, Late Night","Italian, Chinese, Japanese, American, Filipino, Asian",,4.5,4.5,4.0,4.5,
/Restaurant_Review-g298573-d2035243-Reviews-Eng_Bee_Tin-Manila_Metro_Manila_Luzon.html,Eng Bee Tin,238,"518 Quintin Paredes Street Binondo, Manila, Luzon Philippines",4.5,,Vegan Options,Breakfast,Chinese,,4.5,4.0,4.0,,
/Restaurant_Review-g298450-d9702845-Reviews-The_Pantry_at_Dusit_Thani_Manila-Makati_Metro_Manila_Luzon.html,The Pantry at Dusit Thani Manila,291,"Arnaiz Corner Edsa, Makati, Luzon Philippines",4.5,,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch","Asian, International",,4.0,4.5,4.0,,
/Restaurant_Review-g298452-d2104108-Reviews-Vikings_SM_Mall_of_Asia-Pasay_Metro_Manila_Luzon.html,Vikings SM Mall of Asia,935,"SM By The Bay SM Mall of Asia Complex, Pasay, Luzon 1300 Philippines",4.0,,"Vegetarian Friendly, Gluten Free Options, Vegan Options",,"Italian, Chinese, Japanese, American, Filipino, Seafood, Sushi, Asian",,4.5,4.0,4.0,4.0,"₱1,127 - ₱1,464"
/Restaurant_Review-g298452-d25286323-Reviews-Meatogether_Waltermart_Macapagal-Pasay_Metro_Manila_Luzon.html,Meatogether Waltermart Macapagal,47,"2/F Waltermart Macapagal Diosdado Macapagal Boulevard, Pasay, Luzon 1300 Philippines",5.0,,,"Lunch, Dinner",Asian,,5.0,5.0,5.0,,
/Restaurant_Review-g1758900-d1023615-Reviews-Abe_Serendra-Taguig_City_Metro_Manila_Luzon.html,Abe Serendra,409,"Serendra Plaza, Taguig City, Luzon Philippines",4.0,,"Vegetarian Friendly, Gluten Free Options","Lunch, Dinner, Brunch, Late Night","Filipino, Asian",,4.5,4.0,4.0,4.0,
/Restaurant_Review-g312693-d25265442-Reviews-Tong_Yang_Ayala_Malls_Manila_Bay-Paranaque_Metro_Manila_Luzon.html,Tong Yang Ayala Malls Manila Bay,46,"3rd Floor, Ayala Malls Manila Bay Manila Bay, Diosdado Macapagal Blvd., Paranaque, Luzon 1720 Philippines",5.0,,,"Lunch, Dinner",Asian,,5.0,5.0,5.0,,
/Restaurant_Review-g312693-d10785394-Reviews-Dragon_Bar-Paranaque_Metro_Manila_Luzon.html,Dragon Bar,54,"1 Aseana Avenue Entertainment City, Solaire Resort & Casino, Paranaque, Luzon 1701 Philippines",5.0,,,"Breakfast, Lunch, Dinner, Late Night, Drinks","Bar, Pub",,,,,,"₱500 - ₱1,000"
/Restaurant_Review-g298451-d2264808-Reviews-Tong_Yang-Mandaluyong_Metro_Manila_Luzon.html,Tong Yang,98,"4th Floor, Building A, SM Megamall Corner EDSA and Julia Vargas Avenue, Mandaluyong, Luzon Philippines",4.5,,"Vegetarian Friendly, Vegan Options","Dinner, Lunch","Asian, Chinese",,4.0,4.0,4.0,4.0,
/Restaurant_Review-g298453-d7998374-Reviews-FAB_Restaurant-Pasig_Metro_Manila_Luzon.html,FAB Restaurant,102,"# 1 Adb Avenue Ortigas Center, Pasig, Luzon 1605 Philippines",5.0,,"Vegetarian Friendly, Vegan Options","Dinner, Breakfast, Lunch","American, Indian, Filipino, Asian",,4.5,4.5,4.5,,
/Restaurant_Review-g298450-d1410569-Reviews-Sala_Restaurant-Makati_Metro_Manila_Luzon.html,Sala Restaurant,307,"6752 Ayala Avenue corner Makati Ave Podium Level LV Locsin Building, Makati, Luzon 1203 Philippines",4.5,,Vegetarian Friendly,,European,,4.5,4.5,4.0,4.5,"₱1,690 - ₱5,633"
/Restaurant_Review-g298573-d3812197-Reviews-Sky_Deck_at_The_Bayleaf_Hotel-Manila_Metro_Manila_Luzon.html,Sky Deck at The Bayleaf Hotel,611,"Muralla corner Victoria Streets Intramuros, Manila, Luzon 1002 Philippines",4.0,,"Vegetarian Friendly, Vegan Options","Dinner, Drinks, Lunch","Filipino, Bar, Asian, International",,4.0,4.0,3.5,4.5,
/Restaurant_Review-g298453-d7619674-Reviews-Locavore-Pasig_Metro_Manila_Luzon.html,Locavore,287,"10 Brixton Street Brixton Tech Center, Kapitolyo, Pasig, Luzon Philippines",4.0,,"Vegetarian Friendly, Vegan Options","Lunch, Dinner, Brunch","Filipino, Asian",,4.5,4.0,3.5,,
/Restaurant_Review-g298450-d1479880-Reviews-Sala_Bistro-Makati_Metro_Manila_Luzon.html,Sala Bistro,278,"Greenbelt 3, Ayala Center, Makati, Luzon 1223 Philippines",4.0,,"Vegetarian Friendly, Gluten Free Options, Vegan Options",,European,,4.5,4.5,4.0,4.5,"₱845 - ₱1,127"
/Restaurant_Review-g298451-d25293897-Reviews-Meatogether_Sm_Cherry_Shaw-Mandaluyong_Metro_Manila_Luzon.html,Meatogether Sm Cherry Shaw,47,"Lower Ground Level, Sm Cherry Shaw, Pleasant Hills, Mandaluyong, Luzon Philippines",5.0,"We are the new buffet concept under Vikings Group of Companies. We offer a wide range varieties of Meats such as pork, beef, seafood. Wait! there's more! We also offer unlimited shabu-shabu, drinks and ice cream as well!",,"Lunch, Dinner, Brunch, Drinks","Asian, Korean",,4.5,5.0,5.0,,₱620 - ₱732
/Restaurant_Review-g298451-d8867030-Reviews-Din_Tai_Fung-Mandaluyong_Metro_Manila_Luzon.html,Din Tai Fung,325,"EDSA corner J. Vargas Avenue G/F Mega Fashion Hall, SM Megamall, Mandaluyong, Luzon 1860 Philippines",4.0,,Vegan Options,"Lunch, Dinner, Brunch","Chinese, Asian, Taiwanese",,4.0,4.0,3.5,,
/Restaurant_Review-g1758900-d3608542-Reviews-Las_Flores-Taguig_City_Metro_Manila_Luzon.html,Las Flores,277,"Ground Floor, One McKinley Place 25th Street corner 4th Street Fort Bonifacio, Taguig City, Luzon 1634 Philippines",4.5,,,,Spanish,,4.5,4.5,4.0,4.5,"₱676 - ₱1,690"
/Restaurant_Review-g298452-d7733472-Reviews-Four_Seasons_Buffet_Hotpot_SM_Mall_of_Asia-Pasay_Metro_Manila_Luzon.html,"Four Seasons Buffet & Hotpot, SM Mall of Asia",178,"Seaside Boulevard MOA Complex, San Miguel By The Bay, Building E, Pasay, Luzon 1300 Philippines",4.0,,"Vegetarian Friendly, Vegan Options",,"International, Sushi, Asian",,4.0,4.0,4.0,4.5,₱888 - ₱988
/Restaurant_Review-g1758900-d2044751-Reviews-Agave_Mexican_Cantina-Taguig_City_Metro_Manila_Luzon.html,Agave Mexican Cantina,225,"Cnr of 9th Ave and Lane P Building B3, Bonifacio High Street, Taguig City, Luzon 1300 Philippines",4.0,,Vegetarian Friendly,,"Mexican, Southwestern, Latin, Bar",,3.5,4.0,3.5,3.5,₱282 - ₱845
/Restaurant_Review-g298452-d12812611-Reviews-Tong_Yang_SM_Mall_of_Asia-Pasay_Metro_Manila_Luzon.html,"Tong Yang, SM Mall of Asia",68,"Level 1, North Wing Entertainment Mall, SM Mall of Asia,, Pasay, Luzon 1300 Philippines",4.5,,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,"Asian, Chinese, Japanese",,4.5,4.5,5.0,,₱788 - ₱838
/Restaurant_Review-g298450-d6405208-Reviews-Sage_Bespoke_Grill-Makati_Metro_Manila_Luzon.html,Sage Bespoke Grill,213,"Makati Shangri-La Ayala Avenue corner Makati Avenue, Makati, Luzon 1200 Philippines",4.5,,Gluten Free Options,,"Steakhouse, Grill",,4.5,4.5,4.0,4.0,"₱3,380 - ₱4,506"
/Restaurant_Review-g298453-d1817054-Reviews-22_Prime-Pasig_Metro_Manila_Luzon.html,22 Prime,113,"1 Adb Avenue 25 ADB Avenue, Ortigas Center, Pasig, Luzon 1605 Philippines",4.5,,,"Lunch, Dinner, Brunch","Steakhouse, American, International","Seating, Wheelchair Accessible, Reservations, Valet Parking, Serves Alcohol, Full Bar, Wine and Beer, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, Parking Available, Highchairs Available",4.5,4.5,4.5,4.5,
/Restaurant_Review-g298453-d25265498-Reviews-Tong_Yang_Ayala_Malls_Feliz-Pasig_Metro_Manila_Luzon.html,Tong Yang Ayala Malls Feliz,34,"L3, Ayala Malls Feliz Marcos Highway, Brgy. Dela Paz, Pasig, Luzon 1600 Philippines",5.0,,,,Asian,,5.0,5.0,5.0,,
/Restaurant_Review-g298574-d13157047-Reviews-The_Alley_by_Vikings_UP_Town_Center-Quezon_City_Metro_Manila_Luzon.html,The Alley by Vikings UP Town Center,124,"216 Katipunan Avenue 2nd Level, Phase 2, U.P. Town Center, Ayala Mall, Central Diliman, Quezon City, Luzon 1101 Philippines",4.5,,Vegetarian Friendly,,"Steakhouse, Filipino, International, Thai",,4.0,4.5,4.0,,"₱988 - ₱1,088"
/Restaurant_Review-g298450-d3606969-Reviews-The_Strand_Cafe-Makati_Metro_Manila_Luzon.html,The Strand Café,61,"161 H.V. Dela Costa St. Salcedo Village, Bel-air One Pacific Place Serviced Residences, Makati, Luzon 1209 Philippines",4.5,,,"Breakfast, Lunch, Dinner, Brunch, Drinks","Filipino, Cafe, International, Asian",,4.0,4.0,4.5,,₱282 - ₱845
/Restaurant_Review-g298574-d5002432-Reviews-Yabu_The_House_of_Katsu-Quezon_City_Metro_Manila_Luzon.html,Yabu. The House of Katsu,164,"2/F the Block, SM North Edsa, Quezon City, Luzon Philippines",4.5,,Vegetarian Friendly,"Lunch, Dinner, Brunch","Japanese, Asian",,4.5,4.5,4.5,4.0,
/Restaurant_Review-g298450-d13846696-Reviews-Falafel_Yo-Makati_Metro_Manila_Luzon.html,Falafel Yo,66,"Legazpi Street 4th Floor, Greenbelt 3 Cinema, Makati, Luzon Philippines",5.0,,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,"Fast Food, Mediterranean, Middle Eastern, Israeli",,5.0,5.0,5.0,,₱49 - ₱369
/Restaurant_Review-g298450-d6921851-Reviews-Wildflour_Cafe_Bakery-Makati_Metro_Manila_Luzon.html,Wildflour Cafe + Bakery,468,"125 L. P. Leviste Street V Corporate Center, Salcdeo Village, Makati, Luzon 1209 Philippines",4.0,,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch","Cafe, European, International",,4.0,4.0,3.5,4.0,
/Restaurant_Review-g298450-d2426148-Reviews-The_Lobby_The_Peninsula_Manila-Makati_Metro_Manila_Luzon.html,The Lobby - The Peninsula Manila,273,"Ayala Avenue, Makati, Luzon 1226 Philippines",4.0,,"Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Brunch, Dinner, Late Night, Drinks","International, Contemporary",,3.5,4.0,3.5,4.5,
/Restaurant_Review-g298450-d1372149-Reviews-Apartment_1B-Makati_Metro_Manila_Luzon.html,Apartment 1B,327,"One Lafayette Square Bldg Sedeno Street Salcedo Village, Makati, Luzon 1227 Philippines",4.0,,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch, Late Night","American, International",,4.5,4.0,3.5,4.0,
/Restaurant_Review-g298450-d7621657-Reviews-Tim_Ho_Wan-Makati_Metro_Manila_Luzon.html,Tim Ho Wan,274,"Ground Floor ,Glorietta 3 Gloria, Makati, Luzon 1210 Philippines",4.0,,Vegetarian Friendly,"Lunch, Dinner, Brunch","Filipino, Chinese",,4.5,4.0,4.0,3.0,
/Restaurant_Review-g298453-d4061610-Reviews-Silantro_Fil_Mex_Cantina-Pasig_Metro_Manila_Luzon.html,Silantro Fil-Mex Cantina,202,"75 East Capitol Drive Kapitolyo, Pasig, Luzon 1101 Philippines",4.0,,Vegetarian Friendly,"Lunch, Dinner, Brunch, Late Night","Mexican, Bar, Spanish",,4.0,3.5,4.5,3.0,
/Restaurant_Review-g298450-d7756979-Reviews-Tapenade-Makati_Metro_Manila_Luzon.html,Tapenade,183,"6749 Ayala Avenue Ground Floor, Discovery Primea, Makati, Luzon 1226 Philippines",4.5,,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,"Spanish, Mediterranean",,4.5,4.5,4.0,,₱20 - ₱40
/Restaurant_Review-g298452-d1782888-Reviews-Latitude-Pasay_Metro_Manila_Luzon.html,Latitude,87,"3001 Roxas Boulevard, Pasay, Luzon 1300 Philippines",4.5,,,"Dinner, Breakfast, Lunch","Asian, International","Reservations, Seating, Parking Available, Highchairs Available, Wheelchair Accessible",4.0,4.0,4.0,3.5,
/Restaurant_Review-g298453-d941185-Reviews-Cafe_Juanita-Pasig_Metro_Manila_Luzon.html,Cafe Juanita,301,"2 United St Kapitolyo, Pasig, Luzon Philippines",4.0,,Vegetarian Friendly,"Lunch, Dinner, Brunch, Late Night","Filipino, Asian, Fusion",,4.5,4.0,4.0,4.0,
/Restaurant_Review-g298453-d18894529-Reviews-The_Alley_by_Vikings_Capitol_Commons-Pasig_Metro_Manila_Luzon.html,"The Alley by Vikings, Capitol Commons",47,"Corner Shaw Blvd Meralco Avenue 2nd Level Unimart Capitol Commons, Pasig, Luzon 1604 Philippines",5.0,,,"Lunch, Dinner, Drinks","Italian, Chinese, Filipino, Asian, Taiwanese, Malaysian",,4.5,5.0,5.0,,"₱988 - ₱1,088"
/Restaurant_Review-g1758900-d4019863-Reviews-Gallery_by_Chele-Taguig_City_Metro_Manila_Luzon.html,Gallery by Chele,140,"11th Avenue 5th Floor Clipp Centre Building, Taguig City, Luzon 1634 Philippines",4.5,,,,,,4.5,4.5,4.0,4.5,"₱169 - ₱1,127"
/Restaurant_Review-g298451-d7077970-Reviews-IPPUDO_SM_Megamall-Mandaluyong_Metro_Manila_Luzon.html,IPPUDO SM Megamall,212,"3rd Floor Mega Fashion Hall, SM Megamall, Mandaluyong, Luzon Philippines",4.0,,,"Lunch, Dinner","Japanese, Asian, Soups","Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Table Service",4.0,4.5,4.0,4.0,
/Restaurant_Review-g1758900-d11925927-Reviews-Din_Tai_Fung-Taguig_City_Metro_Manila_Luzon.html,Din Tai Fung,193,"C1 Bonifacio High Street Central,, Taguig City, Luzon Philippines",4.0,,"Vegetarian Friendly, Vegan Options","Lunch, Dinner, Brunch","Chinese, Asian, Taiwanese",,4.5,4.0,4.0,,
/Restaurant_Review-g298574-d3761591-Reviews-Yabu_House_of_Katsu-Quezon_City_Metro_Manila_Luzon.html,Yabu House of Katsu,178,"Lower Ground Floor, Robinsons Magnolia Mall Corner Aurora Boulevard and Dona Hemady Street, New Manila, Quezon City, Luzon Philippines",4.5,,,"Lunch, Dinner, Brunch","Japanese, Asian","Takeout, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service, Reservations",4.5,4.5,4.0,4.0,
/Restaurant_Review-g312693-d15637596-Reviews-Tong_Yang_SM_City_Sucat-Paranaque_Metro_Manila_Luzon.html,"Tong Yang, SM City Sucat",47,"Dr. A. Santos Avenue 2/F Bldg A, SM Sucat, Bgy San Dionisio, Paranaque, Luzon 1700 Philippines",4.5,,,"Lunch, Dinner, Late Night",Asian,,4.5,4.5,4.5,,₱788 - ₱838
/Restaurant_Review-g298573-d1147830-Reviews-Harbor_View_Restaurant-Manila_Metro_Manila_Luzon.html,Harbor View Restaurant,583,"1000 Katigbak Parkway Rizal Park, Manila, Luzon 1300 Philippines",4.0,,"Vegetarian Friendly, Gluten Free Options",,"Filipino, Seafood, Asian, International, Grill",,4.0,4.0,3.5,4.0,"₱563 - ₱4,506"
/Restaurant_Review-g1806168-d4039332-Reviews-Chef_Laudico_Guevarra_s-San_Juan_Metro_Manila_Luzon.html,Chef Laudico Guevarra's,282,"387 P. Guevarra Street, San Juan, Luzon 1500 Philippines",4.0,,"Vegetarian Friendly, Gluten Free Options","Lunch, Dinner, Brunch, Late Night","Filipino, Asian",,4.0,4.0,4.0,4.5,
/Restaurant_Review-g298450-d4275401-Reviews-El_Chupacabra-Makati_Metro_Manila_Luzon.html,El Chupacabra,375,"5782 Felipe Street, Makati, Luzon 1200 Philippines",4.0,,Vegetarian Friendly,"Lunch, Dinner, Late Night, Drinks","Mexican, Latin, Bar",,4.0,3.5,4.0,4.0,
/Restaurant_Review-g298450-d2326149-Reviews-Seryna_Japanese_Restaurant-Makati_Metro_Manila_Luzon.html,Seryna Japanese Restaurant,234,"2277 Chino Roces Ave. Fernando St corner Amorsolo, Makati, Luzon Philippines",4.5,,Vegetarian Friendly,"Lunch, Dinner, Late Night","Japanese, Sushi, Asian",,4.5,4.0,4.0,4.0,
/Restaurant_Review-g298453-d6406895-Reviews-VU_s-Pasig_Metro_Manila_Luzon.html,VU's,134,"Meralco Avenue and Sapphire Road Marco Polo Ortigas Manila, Pasig, Luzon 1600 Philippines",4.5,,,"Dinner, Drinks",Bar,"Reservations, Outdoor Seating, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Table Service, Live Music",4.0,4.0,4.0,,
/Restaurant_Review-g298573-d1063454-Reviews-Market_Cafe-Manila_Metro_Manila_Luzon.html,Market Cafe,196,"3rd Floor 1588 Pedro Gil Street, Barangay 734 Cor. M.H. Del Pilar, New Coast Hotel Manila, Manila, Luzon 1004 Philippines",4.5,,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Dinner, Brunch, Lunch, Drinks","International, Asian, Healthy",,4.0,4.0,4.0,4.0,
/Restaurant_Review-g298573-d6721518-Reviews-Tim_Ho_Wan-Manila_Metro_Manila_Luzon.html,Tim Ho Wan,318,"J Vargas Avenue Ground Floor, Mega Fashion Hall, SM Megamall, Manila, Luzon 1550 Philippines",4.0,,Vegetarian Friendly,"Lunch, Dinner, Brunch","Chinese, Asian",,4.0,4.0,3.5,3.5,
/Restaurant_Review-g1758900-d7023138-Reviews-The_Wholesome_Table_BGC-Taguig_City_Metro_Manila_Luzon.html,The Wholesome Table BGC,266,"30th St Corner 7th Ave Bonifacio High Street Central, Taguig City, Luzon 1634 Philippines",4.0,,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch",,"Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service",4.0,4.0,3.5,4.5,
/Restaurant_Review-g298450-d8110976-Reviews-Bondi_Bourke-Makati_Metro_Manila_Luzon.html,Bondi&Bourke,143,"Ground Floor, Cattleya Condominium, Salcedo Street, Legazpi Village, Makati, Luzon 1229 Philippines",4.5,,,"Lunch, Dinner","Steakhouse, Australian",,4.5,4.5,4.0,,"₱845 - ₱5,633"
/Restaurant_Review-g298450-d3682070-Reviews-Spectrum-Makati_Metro_Manila_Luzon.html,Spectrum,414,"1 Raffles Drive Makati Avenue, Ayala Center, Makati, Luzon 1224 Philippines",4.0,,"Vegan Options, Vegetarian Friendly, Gluten Free Options",,"Chinese, International, Korean",,4.0,4.5,3.5,4.5,"₱2,700 - ₱4,000"
/Restaurant_Review-g298453-d8009863-Reviews-Bar_One-Pasig_Metro_Manila_Luzon.html,Bar One,83,"#1 ADB Avenue, Ortigas Center Pasig City, Philippines, Pasig, Luzon 1655 Philippines",5.0,,"Vegetarian Friendly, Gluten Free Options","Dinner, Late Night, Drinks",Bar,,5.0,4.5,4.5,,
/Restaurant_Review-g298450-d1228460-Reviews-Fely_J_s_Restaurant-Makati_Metro_Manila_Luzon.html,Fely J's Restaurant,320,"2/F Greebelt 5, Legaspi St., Legaspi Village, Ayala Center 2nd Level, Greenbelt 5, Ayala Center, Makati, Luzon Philippines",4.0,,Vegetarian Friendly,"Lunch, Dinner, Brunch","Filipino, Asian",,4.0,4.0,3.5,3.5,
/Restaurant_Review-g298450-d13636056-Reviews-Two_Chickpeas-Makati_Metro_Manila_Luzon.html,Two Chickpeas,70,"112 Gamboa Eton Parkview Greenbelt Building, Makati, Luzon 1223 Philippines",4.5,,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch",Mediterranean,,4.5,4.0,4.0,,
/Restaurant_Review-g298573-d1147639-Reviews-The_Aristocrat_Restaurant-Manila_Metro_Manila_Luzon.html,The Aristocrat Restaurant,1260,"432 San Andres Street Corner Roxas Boulevard, Manila, Luzon 1004 Philippines",4.0,,"Vegetarian Friendly, Vegan Options",,Filipino,,4.0,3.5,4.0,3.5,₱282 - ₱563
/Restaurant_Review-g298450-d1960621-Reviews-Mesa_Filipino_Moderne-Makati_Metro_Manila_Luzon.html,"Mesa, Filipino Moderne",536,"G/F Greenbelt 5 Legaspi Street Ayala Center, Makati, Luzon Philippines",4.0,,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night","Filipino, Asian",,4.0,3.5,4.0,3.5,
/Restaurant_Review-g298451-d2459166-Reviews-Yabu-Mandaluyong_Metro_Manila_Luzon.html,Yabu,217,"2nd Flr. Mega Atrium, SM Megamall St. Francis, Mandaluyong, Luzon Philippines",4.0,,,"Lunch, Dinner, Brunch","Japanese, Asian","Takeout, Reservations, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Table Service",4.5,4.5,4.0,4.0,
/Restaurant_Review-g298451-d6487777-Reviews-Vikings_SM_Megamall-Mandaluyong_Metro_Manila_Luzon.html,Vikings SM Megamall,361,"4th Floor, Mega Fashion Hall, Bldg. D, SM Megamall, Mandaluyong, Luzon 1860 Philippines",4.0,,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch, Late Night","Japanese, Filipino, Sushi, Asian","Reservations, Private Dining, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",4.0,4.0,4.0,4.0,"₱988 - ₱1,088"
/Restaurant_Review-g1758900-d25265563-Reviews-Tong_Yang_Uptown_Bgc-Taguig_City_Metro_Manila_Luzon.html,Tong Yang Uptown Bgc,28,"4th Floor Uptown Mall Bgc 9th Ave Fort Bonifacio, Taguig City, Luzon Philippines",5.0,,,,Asian,,,,,,
/Restaurant_Review-g312693-d7599496-Reviews-Vikings_Luxury_Buffet_SM_BF_Paranaque-Paranaque_Metro_Manila_Luzon.html,"Vikings Luxury Buffet, SM BF Parañaque",191,"Dr. A. Santos Avenue 2nd Floor, SM City BF, Sucat, Paranaque, Luzon 1700 Philippines",4.0,,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,"Filipino, International, Asian",,4.0,4.0,4.0,,"₱988 - ₱1,088"
/Restaurant_Review-g298573-d1147643-Reviews-Barbara_s_Heritage_Restaurant-Manila_Metro_Manila_Luzon.html,Barbara's Heritage Restaurant,496,"Plaza San Luis Complex Gen. Luna Street Intramuros, Manila, Luzon 1002 Philippines",4.0,,Vegetarian Friendly,,"Filipino, Asian, International",,3.5,4.0,3.5,4.0,"₱563 - ₱1,127"
/Restaurant_Review-g298574-d1017880-Reviews-Mister_Kabab-Quezon_City_Metro_Manila_Luzon.html,Mister Kabab,228,"95A West Ave Quezon avenue 2 Nd Floor Fisher Mall, Quezon City, Luzon Philippines",4.0,,"Vegetarian Friendly, Vegan Options, Halal",,"Mediterranean, Middle Eastern, Persian",,4.5,3.5,4.0,4.0,₱113 - ₱451
/Restaurant_Review-g298450-d1757924-Reviews-Corner_Tree_Cafe-Makati_Metro_Manila_Luzon.html,Corner Tree Cafe,262,"150 Jupiter Street Bel-Air Village, Makati, Luzon 1209 Philippines",4.0,,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,"European, Cafe, Healthy, Asian",,4.5,4.0,4.0,4.0,₱394 - ₱845
/Restaurant_Review-g298450-d3807224-Reviews-8_Cuts_Burger_Blends-Makati_Metro_Manila_Luzon.html,8 Cuts Burger Blends,183,"2 Greenbelt Dr Level 1,Ayala Center, Makati, Luzon 1223 Philippines",4.0,,,"Lunch, Dinner, Late Night","American, Bar, Diner","Takeout, Seating, Serves Alcohol, Table Service, Television",4.5,4.0,4.0,4.0,
/Restaurant_Review-g1758900-d25293912-Reviews-Lore_Manila-Taguig_City_Metro_Manila_Luzon.html,Lore Manila,28,"3rd Floor, One Bonifacio High Street Mall, Taguig City, Luzon 1630 Philippines",5.0,,,"Lunch, Dinner",Asian,,5.0,5.0,4.5,4.5,
/Restaurant_Review-g298450-d5775008-Reviews-Rambla-Makati_Metro_Manila_Luzon.html,Rambla,168,"Ground Floor, Joya Lofts and Towers, Joya Drive, Rockwell, Poblacion, Makati, Luzon 1210 Philippines",4.0,,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night, Drinks",Spanish,,4.0,4.0,4.0,4.5,
/Restaurant_Review-g1758900-d5896009-Reviews-Ramen_Nagi-Taguig_City_Metro_Manila_Luzon.html,Ramen Nagi ,232,"5th Floor, SM Aura Premier, McKinley Parkway, Fort Bonifacio Global City, Taguig City, Luzon Philippines",4.0,,,"Lunch, Dinner","Japanese, Asian, Soups","Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service",4.5,4.0,4.0,4.0,
/Restaurant_Review-g298573-d1147648-Reviews-Bistro_Remedios-Manila_Metro_Manila_Luzon.html,Bistro Remedios,140,"1911 M. Adriatico Street Malate, Manila, Luzon Philippines",4.5,,"Vegetarian Friendly, Vegan Options","Lunch, Dinner, Brunch","Filipino, Asian",,4.5,4.0,4.0,4.0,
/Restaurant_Review-g298450-d1782886-Reviews-Shang_Palace-Makati_Metro_Manila_Luzon.html,Shang Palace,192,"Makati Shangri-La Hotel Corner Ayala and Makati Avenues, Makati, Luzon 1200 Philippines",4.0,,Vegetarian Friendly,"Lunch, Dinner","Chinese, Asian",,4.0,4.0,3.5,4.0,
/Restaurant_Review-g1751601-d7687991-Reviews-Cafe_Nenzo-Meycauayan_City_Bulacan_Province_Central_Luzon_Region_Luzon.html,Cafe Nenzo,78,"Mc Arthur Highway Esperanza Mall, Meycauayan City, Luzon 3020 Philippines",4.5,,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch","Filipino, Cafe, Healthy, Pizza",,4.5,4.0,4.5,,
/Restaurant_Review-g298450-d1782885-Reviews-Inagiku-Makati_Metro_Manila_Luzon.html,Inagiku,167,"Ayala Avenue corner Makati Avenue, Makati, Luzon 1219 Philippines",4.0,,Gluten Free Options,,"Japanese, Sushi, Asian",,4.5,4.0,3.5,4.0,"₱2,253 - ₱3,380"
