name,address,about,review_count,rating,rating_description,rating_Location,rating_Cleanliness,rating_Service,rating_Value,Property_amenities,Room_features,Room_types,hotel_class,walkability_score,walkability_description,nearby_restaurant_count,nearby_attraction_count,price_range,formerly_known_as,location,number_of_rooms
Fersal Hotel - Manila,"1455 A. Mendoza Street, corner Alvarez Street Sta Cruz, Manila, Luzon 0913 Philippines","Fersal Hotel: Your Practical Home in the City Fersal Hotel is a name synonymous with comfortable budget hotel Manila. Our clean, well-appointed accommodations are complemented by personalized service from our well-trained staff. Our chain of budget-friendly inns can be found in the most strategic places throughout the metro. As such, any Fersal Hotel can be the ideal jump-off point for your business or leisure trip. Our guests always have easy access to the major business districts and thoroughfares. Fersal Hotel - Manila is situated in one of the most desirable areas of the Philippine capital, located near the University of Sto. Thomas - the oldest university in the country. Several malls, as well as the University Belt, are also in proximity. Experience the exciting city life with flower shops, shipping lines, night markets, antique shops, the CCP complex and Rizal park close by.",54,3.0,Average,3.5,3.5,3.5,3.5,"Free parking,Free High Speed Internet (WiFi),Free breakfast,Car hire,Massage,Baggage storage,Concierge,24-hour front desk,Parking,Wifi,Coffee shop,Restaurant,Convenience store,Newspaper,Shops,Dry cleaning,Laundry service","Desk,Housekeeping,Room service,Safe,Telephone,Wake-up service / alarm clock,Bath / shower,Complimentary toiletries",,3.0,74,Somewhat walkable,76,8,"₱1,363",,Philippines,47
Executive Hotel,"1630 A. Mabini Street Malate, Manila, Luzon 1000 Philippines","Executive Hotel Manila is manage by Transway Hotels Group Corp; located at 1630 A. Mabini St., Malate Manila. Located just a block away from Robinsons Place Manila, Executive Hotel Manila is the perfect choice for a good place to stay within the City of Manila. The hotel is very near to various places for the guests’ convenience while staying in Manila.",648,3.5,Very good,4.0,3.5,3.5,4.0,"Free High Speed Internet (WiFi),Restaurant,Game room,Massage,24-hour security,Baggage storage,24-hour front desk,Laundry service,Wifi,Concierge,Currency exchange,Non-smoking hotel","Air conditioning,Room service,Safe,Telephone,Minibar,Refrigerator,Flatscreen TV,Bath / shower,Complimentary toiletries","Non-smoking rooms,Smoking rooms available",3.0,99,Great for walkers,205,17,"₱2,205",,Philippines,165
Jade Hotel and Suites,"Jade Res. II 1120 Chino Roces Ave, Manila, Luzon 1204 Philippines","We are a 38-room hotel located near the junction of Chino Roces Avenue (formerly Pasong Tamo) and Pablo Ocampo Street (formerly Vito Cruz) in Makati City. Jade Hotel and Suites offers pleasant accommodations with a variety of amenities and facilities at the right price. Situated along a main road, it is also an ideal choice for those who want easy access to key destinations within and around the city. At night, the hotel's open roof deck with its 14-meter swimming pool offers an exciting view of the Makati skyline. The Enzo View Bar at the topmost floor also doubles as a venue for meetings, parties, live performances, and other events.",97,3.5,Very good,3.5,3.5,4.0,3.5,"Free parking,Free High Speed Internet (WiFi),Pool,Free breakfast,Karaoke,Nightclub / DJ,Children Activities (Kid / Family Friendly),Shuttle bus service,Secured parking,Wifi,Rooftop pool,Outdoor pool,Bar / lounge,Coffee shop,Restaurant,Breakfast available,Breakfast buffet,Snack bar,Wine / champagne,Poolside bar,Car hire,Taxi service,Conference facilities,Banquet room,Meeting rooms,Spa,Massage,24-hour security,Baggage storage,Concierge,Newspaper,Non-smoking hotel,ATM on site,Doorperson,24-hour check-in,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Self-serve laundry,Ironing service","Air conditioning,Housekeeping,Room service,Kitchenette,Microwave,Refrigerator,Flatscreen TV,Complimentary toiletries","Non-smoking rooms,Suites,Family rooms,Smoking rooms available",3.0,69,Somewhat walkable,38,2,"₱1,644",,Philippines,38
Maine City,"1850 Agoncillo Street Malate, Manila, Luzon 1004 Philippines","<span class=""QewHA H4 _a""><span>Check in was good.Linens are clean but the CR is not prestinely cleaned.Also cabinets are damaged.onntje other side,aircon is good and room is quite clean...in terms.of price its just worth the room i paid..theres also no lift so since it has four floors ,its kinda tiring going up.Location is a plus..</span></span>",2,4.0,Very good,5.0,,5.0,5.0,Children Activities (Kid / Family Friendly),,,3.0,80,Somewhat walkable,27,3,"₱1,018",,Philippines,
Hotel Sogo - Malate,"2120 Mabini St Malate, Manila, Luzon 1104 Philippines","<div><p>Looking for a place to stay in Manila? Then look no further than Hotel Sogo, a budget friendly small hotel that brings the best of Manila to your doorstep.</p><p>Guest rooms offer air conditioning, and Hotel Sogo makes getting online easy as free wifi is available.</p><p>You can also take advantage of some of the amenities offered by the small hotel, including room service. In addition, guests can enjoy an on-site restaurant during their visit. As an added convenience, there is free parking available to guests.</p><p>Nearby landmarks such as Intramuros (1.4 mi) and San Agustin Church (1.7 mi) make Hotel Sogo a great place to stay when visiting Manila.</p><p>Travelers looking to enjoy some crab can head to Spiral, Harbor View Restaurant, or Cafe Ilang-Ilang. Otherwise, you may want to check out a Chinese restaurant such as Spiral, Cafe Ilang-Ilang, or Wok Inn Malate.</p><p>Plus, during your trip, don’t forget to check out some of the popular parks, such as Fort Santiago, Rizal Park, and Paco Park.</p><p>We’re sure you’ll enjoy your stay at Hotel Sogo as you experience everything Manila has to offer.</p><p></p></div>",75,3.0,Average,4.0,3.0,3.0,3.5,"Free High Speed Internet (WiFi),Wifi,Restaurant,Airport transportation","Air conditioning,Room service",,2.0,90,Good for walkers,62,8,"₱1,187",,Philippines,8
OYO 431 Apollo 11 Apartelle,"38A Apollo 11 San Gregorio Village, Manila, Luzon 1300 Philippines","<span class=""QewHA H4 _a""><span>Room is clean,facilities are in good condition.Staffs are very accomodating and helpful. The apartelle is situated in a peaceful and quite area. There is no walking distance convenience store or mall nearby, only a small sari-sari store by the neighborhood. I advice you to have a grab app for transpo and food deliveries, but if you dont have, Reception is always willing to assist you. 😊  It's also better if they an electric kettle available in the room so guests don't need to approach reception everytime they need hot water. Hehe 😊😊 Overall, it was a nice comfortable stay.</span></span>",2,4.0,Very good,,,,,,,,4.0,64,Somewhat walkable,66,3,₱905,Apollo 11 Apartelle,Philippines,17
Dela Chambre Hotel,"667-669 Plaza Lachambre Street Binondo, Manila, Luzon 1006 Philippines","<div><p>Finding an ideal family-friendly hotel in Manila does not have to be difficult. Welcome to Dela Chambre Hotel, a nice option for travelers like you.</p><p>Given the close proximity of popular landmarks, such as Binondo Church (0.3 mi) and Manila Cathedral (0.8 mi), guests of Dela Chambre Hotel can easily experience some of Manila's most well known attractions.</p><p>As your “home away from home,” the hotel rooms offer air conditioning, a seating area, and a desk, and getting online is easy, with free wifi available.</p><p>Guests have access to a 24 hour front desk, room service, and a concierge while staying at Dela Chambre Hotel. In addition, Dela Chambre Hotel offers an on-site restaurant, which will help make your Manila trip additionally gratifying. And, as an added convenience, there is valet parking available to guests.</p><p>When you’re feeling hungry, be sure to check out LA Café, COWBOY GRILL, and G Point Smörgåsbord &amp; Bar, which are some pubs that are popular with locals and out-of-towners alike.</p><p>Should time allow, Divisoria Market, Fort Santiago, and Chinatown are some popular attractions that are within walking distance.</p><p>Dela Chambre Hotel looks forward to welcoming you on your visit to Manila.</p><p></p></div>",26,3.5,Very good,4.5,4.0,3.5,4.0,"Valet parking,Free High Speed Internet (WiFi),Bar / lounge,Karaoke,Airport transportation,Massage,24-hour security,Baggage storage,Wifi,Restaurant,Complimentary welcome drink,Shuttle bus service,Chapel / shrine,Concierge,Currency exchange,Newspaper,Non-smoking hotel,Shops,24-hour front desk,Dry cleaning,Laundry service","Air conditioning,Desk,Housekeeping,Room service,Safe,Coffee / tea maker,Bath / shower,Complimentary toiletries,Seating area,Telephone,Bottled water,Wake-up service / alarm clock,Hair dryer","Non-smoking rooms,Family rooms",3.0,86,Good for walkers,59,13,"₱2,211",,Philippines,83
The Pearl Manila,"1155 Gen.Luna St Corner Taft & United Nations Avenue, Ermita, Across Manila Med hospital, Manila, Luzon 1000 Philippines","Manila's Pearl of the Bay!The Pearl Manila Hotel is located at the heart of Manila’s business center and historical landmarks, close to leisure and entertainment centers. Its proximate vicinity includes the World Health Organization, Medical Center Manila and two major hospitals, schools, the world-famed Rizal Park, ‘Walled City’ of Intramuros, National Museum, Club Intramuros an 18-hole golf course, government offices and shopping malls.Just 6 kms. from the convention and trade exhibits sites such as Philippine International Convention Center, Cultural Center of the Philippines, World Trade Center and 11.5 kms. from Ninoy Aquino International Airport.",335,3.0,Average,3.5,3.0,3.5,3.5,"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Free breakfast,Evening entertainment,Karaoke,Babysitting,Parking,Wifi,Outdoor pool,Bar / lounge,Coffee shop,Restaurant,Poolside bar,Business Center with Internet Access,Conference facilities,Banquet room,Meeting rooms,Spa,Massage,BBQ facilities,Baggage storage,Concierge,Currency exchange,Newspaper,Non-smoking hotel,ATM on site,24-hour front desk,Dry cleaning,Laundry service,Self-serve laundry,Ironing service","Air conditioning,Desk,Housekeeping,Room service,Coffee / tea maker,Minibar,Flatscreen TV,Bath / shower,Safe,Bottled water,Wake-up service / alarm clock,Refrigerator,Complimentary toiletries,Hair dryer","Non-smoking rooms,Suites,Family rooms",3.0,86,Good for walkers,42,8,"₱1,923",,Philippines,129
Malate Pensionne,"1771 M. Adriatico St., Manila, Luzon 1004 Philippines","Malate Pensionne is located in the heart of Malate, a district of Manila on Adriatico St. (formerly Dakota St under the US Commonwealth & Calle Nuevo under Spain). Our building was built by Americans who leased the land from our grandfather to house American workers. When the lease ended, our mother turned it into Dakota Apts. Returning from her European trips & learning of how Italians welcomed weary travelers to their home like family members, she turned Dakota Apts into Malate Valero Pensionne, now well know as the Malate Pensionne with the slogan, ""Your home away from Home"". As far as we know, we are the only hotel in the world with a strict policy of only registered guests can walk our hallways. We are about a mile from the US Embassy & Rizal Park. About 2 miles from Intramuros, the old walled city of Manila, a 5 min. walk to Robinson Mall. 15 min. by car to Mall Of Asia & 11.5km to the upscale Makati City & Bonifacio Global City. Mabuhay, Bienvenido, Welcome to your ""home away from home"".",211,3.0,Average,3.5,3.0,3.0,3.0,"Parking,Free internet,Coffee shop,Babysitting,Airport transportation,24-hour security,Baggage storage,24-hour front desk,Wifi,Car hire,Taxi service,Chapel / shrine,Concierge,Currency exchange,Gift shop,Non-smoking hotel,Dry cleaning","Air conditioning,Housekeeping,Safe","Non-smoking rooms,Family rooms",2.5,97,Great for walkers,166,16,₱848,,Philippines,52
Hotel Soriente,"545 corner A. Flores & J. Bocobo Streets Ermita, Manila, Luzon Philippines","<div><p>See why so many travelers make Hotel Soriente their resort of choice when visiting Manila. Providing an ideal mix of value, comfort and convenience, it offers a family-friendly setting with an array of amenities designed for travelers like you.</p><p>Hotel Soriente offers guests an array of room amenities including air conditioning and a refrigerator, and getting online is possible, as free wifi is available.</p><p>The resort offers a 24 hour front desk, baggage storage, and shops, to make your visit even more pleasant. Guests arriving by vehicle have access to parking.</p><p>Nearby landmarks such as Paco Park (0.5 mi) and Casa Manila (0.8 mi) make Hotel Soriente a great place to stay when visiting Manila.</p><p>When you’re feeling hungry, be sure to check out Spiral, Harbor View Restaurant, and Sky Deck on Bayleaf Hotel, which are some Asian restaurants that are popular with locals and out-of-towners alike.</p><p>Best of all, Hotel Soriente makes it easy to experience many great Manila attractions like San Agustin Church, Monastery of Saint Agustin, and San Sebastian Church, which are some popular architectural buildings.</p><p>We’re sure you’ll enjoy your stay at Hotel Soriente as you experience all of the things Manila has to offer.</p><p></p></div>",34,3.5,Very good,4.5,4.0,4.0,4.0,"Parking,Free High Speed Internet (WiFi),Wifi,Children Activities (Kid / Family Friendly),Baggage storage,Non-smoking hotel,24-hour front desk,Laundry service,Shops","Air conditioning,Safe,Telephone,Wake-up service / alarm clock,Refrigerator,Bath / shower",,2.0,99,Great for walkers,84,12,"₱1,700",,Philippines,12
"Hotel Sogo - Cartimar, Recto","Cartimar Shopping Center, C.M. Recto Ave. Quiapo, Manila, Luzon Philippines","<div><p>If you’re looking for a family-friendly hotel in Manila, look no further than Hotel Sogo - Cartimar, Recto.</p><p>While staying at Hotel Sogo - Cartimar, Recto, visitors can check out Quiapo Church (0.3 mi) and Manila Cathedral (1.1 mi), some of Manila's top attractions.</p><p>You’ll enjoy relaxing rooms that offer air conditioning, and you can stay connected during your stay as Hotel Sogo - Cartimar, Recto offers guests free wifi.</p><p>The hotel features a 24 hour front desk, room service, and 24 hour check-in.</p><p>Manila has plenty of seafood restaurants. So when you’re here, be sure to check out popular spots like Harbor View Restaurant, Market Cafe, and Seafood Market and Restaurant, which are serving up some great dishes.</p><p>If you’re looking for things to do, you can check out Divisoria Market (1.0 mi), Fort Santiago (1.1 mi), or Chinatown (1.0 mi), which are popular attractions amongst tourists, and they are all within walking distance.</p><p>The staff at Hotel Sogo - Cartimar, Recto looks forward to serving you during your upcoming visit.</p><p></p></div>",7,3.5,Very good,4.0,4.5,2.5,3.5,"Free High Speed Internet (WiFi),Wifi,Coffee shop,24-hour security,Baggage storage,Non-smoking hotel,24-hour check-in,24-hour front desk","Housekeeping,Room service,Safe,On-demand movies,Bath / shower,Complimentary toiletries",,2.0,83,Good for walkers,21,4,"₱1,357",,Philippines,6
OYO 152 Sangco Condotel,"1820, San Pedro St, Malate, Manila, Luzon 1004 Philippines","OYO 152 Sangco Condotel, situated around San Pedro St. Near Julio Nakpil in Manila is a charming and modern property with pleasant rooms. Tourist attractions nearby include Museo Marino, PWU SFAD Studio Gallery and UP Manila. Special Features- The property features tasteful rooms with bunker beds. The walls here are neutrally-toned while the furniture seems simple. The reception offers a warm welcome to the guests. Facilities- The rooms here are equipped with AC, mini-fridge, and TV while the bathrooms have hair-dryers. There is a seating area as well. Other facilities provided by the property to its guests include parking space and free internet service. All kinds of beds are available here depending upon the needs of the guests. Nearby- The property is close to famous eating joints like Latitude Bean + Bar, Sweet Avenue Cafe, Mr. Poon, Jong Lo Korean Restaurant, and Purple Yam. The guests can try Robinsons Place Manila for shopping purpose. MRT, LRT, Taxi, and Grab can be used for local transportation.",4,3.5,Very good,,,,,"Free parking,Children Activities (Kid / Family Friendly),Spa",,,2.0,82,Good for walkers,35,3,₱850,Sangco Condotel,Philippines,28
Citystate Hotel Quiapo,"475 Quezon Blvd. Cor. P. Paterno Quiapo, Manila, Luzon Philippines","<span class=""QewHA H4 _a""><span>A true value for money.rooms are clean and newly upgrade, professional polite staff which make you feel you are at your own home, and really a good food big serving for its price which make you satisfied. location beside of the famous Black Nazarene of historical Quiapo church, a safe place to stay a hundred meters away police station on the block.</span></span>",4,3.0,Average,,,3.5,3.5,,,,2.0,85,Good for walkers,35,9,"₱1,244",,Philippines,50
La Casarita,"333 San Rafael Street San Miguel District, Manila, Luzon 1005 Philippines","<span class=""QewHA H4 _a""><span>Stayed here for 3 days and 2 nights for the 2-day board exam that was held in a school nearby. We had no idea that the “condormitel” is located inside the Malacañang compound.  We booked the standard room through Agoda (total around 1,200 per night). No response through email-better to contact property through landline/mobile. Parking does not come with the reservation - 100php/day = 300php for our 3days 2 nights stay. Beware of the built cabinets, made our clothes stink a little after storing them overnight.   The guards there are even more accommodating than the receptionist. </span></span>",3,3.0,Average,3.0,,3.0,3.0,,,,3.0,67,Somewhat walkable,11,5,"₱1,131",,Philippines,
Citystate Tower Hotel,"1315 A. Mabini Street, Ermita, Manila, Luzon Philippines","""A new land mark in sunshine Manila""",279,3.0,Average,3.5,3.0,3.0,3.0,"Valet parking,Free High Speed Internet (WiFi),Free breakfast,Casino and Gambling,Nightclub / DJ,Airport transportation,Business Center with Internet Access,Meeting rooms,Wifi,Bar / lounge,Coffee shop,Restaurant,Breakfast buffet,Car hire,Massage,Concierge,Newspaper,Non-smoking hotel,ATM on site,24-hour front desk,Dry cleaning,Laundry service","Air conditioning,Desk,Room service,Safe,Minibar,Refrigerator,Bath / shower,Complimentary toiletries,Seating area,Telephone,Clothes rack,Iron,Wake-up service / alarm clock,Hair dryer","Non-smoking rooms,Suites",3.0,97,Great for walkers,155,15,"₱2,545",,Philippines,250
RedDoorz near Quirino Station Manila,"931 Quirino Avenue Malate, Manila, Luzon 1004 Philippines","Ideal stay option for Family Vacations, Couples and Solo Travellers. Additional facilities available in RedDoorz near Quirino Station are; Desk, Non Smoking Rooms, Room Service, Water Heater, Shared Lounge, Mini Library, Car Parking Area, and 24 hours Front Desk. Popular Landmarks, Leisure, Shopping and Entertainment experiences near the Guest House are; Manila Zoo (95Ideal stay option for Family Vacations, Couples and Solo Travellers. m), Manila Baywalk (3.5 km), Jollibee (1 km), Star City (2.8 km), Metropolitan Museum of Manila (1.7 km), Money Museum (1.4 km), Elite Technopark (3.3 km), Robinsons Place Manila (4.8 km) and Manila Ocean Park (2.9 km). Enhanced Health Protocols We’re taking extra measures to ensure you'll have a safe stay with us. All of our RedDoorz Hotels through its staff, implement checking of body temperature and advise guests to fulfill health declaration forms upon check in. Alcohol stations can also be found in hotel lobbies and frequently-touched surfaces are cleaned. Rest assured that we are doing these regularly and we strictly follow the mandated hygiene and sanitation protocols.",3,2.0,Poor,,3.0,3.0,4.0,Children Activities (Kid / Family Friendly),,,2.0,78,Somewhat walkable,16,5,₱792,,Philippines,10
White Knight Hotel Saint Anne Manila,"2091 Pedro Gil Street Brgy. 880 Zone 96, Manila, Luzon 1009 Philippines","<span class=""QewHA H4 _a""><span>Filthy. The pictures will prove my review. It's nothing like the pictures advertised in their website and their Facebook page.    It looks like their promo was to give you the worst room they have and just stuck with it.   I will be checking out a day after and transferring to the hotels (legit brands) in Makati. Gross</span></span>",2,1.5,Poor,3.0,,2.0,1.0,,,,3.0,48,Car recommended,17,2,₱905,,Philippines,
Hotel 99 Quiapo,"361 Bautista corner Hidalgo St., Manila, Luzon 1001 Philippines","Conveniently located across Quiapo Church (Church of Black Nazarene), along Quezon Boulevard, Quiapo Manila, around 20 – 25 minutes away (2.5km) from essential tourist and iconic destination in Manila such as San Agustin Church (oldest existing church in the Philippines) and Rizal Park (one of the largest urban parks in Asia) also, a walking distance from Masjid Al-Dahab (Golden Mosque, the largest Mosque in Metro Manila). The Hotels Offers easy access to the City, whether it’s for business, leisure and/or travel, you can count on us. The hotel provides well equipped facilities, elevator services, hot and cold shower, Fiber Optic Internet connection( WIFI connectivity), 24- hours CCTV, 40” cable and Internet TV, security personnel, 24/7 F&B services and efficient customer service.",9,2.0,Poor,,4.0,4.0,4.0,"Free High Speed Internet (WiFi),Wifi,Breakfast available,24-hour security,Concierge,24-hour check-in,24-hour front desk,Ironing service,Breakfast in the room,Non-smoking hotel","Air conditioning,Desk,Housekeeping,Room service,Cable / satellite TV,Flatscreen TV,Bidet,Bath / shower,Telephone,Bottled water,Wake-up service / alarm clock,Complimentary toiletries","Non-smoking rooms,Smoking rooms available",3.0,83,Good for walkers,27,9,₱848,,Philippines,82
Anex Hotel Manila,"1125 M.H. Del Pilar St., Ermita, Manila, Luzon 1000 Philippines","The newest hotel in Manila. Located near Ermita Church, US Embassy (Roxas Boulevard), and St. Lukes Medical Center Extension Clinic. *Anex Hotel is a brother company of Airo Hotel.",1,1.0,Terrible,,,,,,,,5.0,98,Great for walkers,82,20,"₱1,187",,Philippines,
RedDoorz Near Quiapo Church Manila,"512 Quezon Blvd. Quiapo, Manila, Luzon 1001 Philippines","Ideal stay option for Family Vacations, Couples and Solo Travellers.",2,1.5,Poor,2.0,,3.0,,,,,2.0,85,Good for walkers,26,9,₱679,,Philippines,
RedDoorz @ San Antonio Makati,"7801 St. Paul Road San Antonio Village Barangay, Manila, Luzon 1203 Philippines","<span class=""QewHA H4 _a""><span>Bad experience, mainly caused by one of the employees (younger woman). She charged us double for the extention night. 1500 pesos instead of 750 pesos.  Plus she had an arrogant attitude, and not helpful with questions during our stay.  We would strongly recommend to look somewhere else for a place to stay.</span></span>",3,2.5,Average,,,,,,,,4.0,71,Somewhat walkable,45,4,₱905,,Philippines,7
RedDoorz Near Bambang Station,"1705 Bambang Street Santa Cruz, Manila, Luzon 1012 Philippines","Ideal stay option for Family Vacations, Couples and Solo Travellers. Additional facilities available in RedDoorz near Bambang Station are; Desk, Non Smoking Rooms, Room Service, Water Heater, Convenience Store and 24 hours Front Desk. Popular Landmarks, Leisure, Shopping and Entertainment experiences near the Hotel are; Avenida Shopping Center (2.1 km), Recto Avenue (1.2 km), 11/88 Shopping Mall (1.8 km), Chinatown (1.6 km), Divisoria Mall (4.3 km), Causeway Seafood Restaurant (5Ideal stay option for Family Vacations, Couples and Solo Travellers.Ideal stay option for Family Vacations, Couples and Solo Travellers. m), Arranque Market (1.2 km), 999 Mall (1.3 m) and Dragon 8 Mall Divisoria (2.3 km). Enhanced Health Protocols We’re taking extra measures to ensure you'll have a safe stay with us. All of our RedDoorz Hotels through its staff, implement checking of body temperature and advise guests to fulfill health declaration forms upon check in. Alcohol stations can also be found in hotel lobbies and frequently-touched surfaces are cleaned. Rest assured that we are doing these regularly and we strictly follow the mandated hygiene and sanitation protocols.",1,1.0,Terrible,,,,,,,,3.0,71,Somewhat walkable,83,9,₱735,,Philippines,18
Hotel Sogo - Sta Mesa,"4166 R. Magsaysay Boulevard, Manila, Luzon 1016 Philippines","<div><p>Finding an ideal budget friendly hotel in Manila does not have to be difficult. Welcome to Hotel Sogo - Sta Mesa, a nice option for travelers like you.</p><p>While staying at Hotel Sogo - Sta Mesa, visitors can check out Quiapo Church (1.4 mi) and Paco Park (1.8 mi), some of Manila's top attractions.</p><p>You’ll enjoy relaxing rooms that offer air conditioning, and you can stay connected during your stay as Hotel Sogo - Sta Mesa offers guests free wifi.</p><p>The hotel features a 24 hour front desk, room service, and a concierge. Plus, Hotel Sogo - Sta Mesa offers an on-site restaurant, providing a pleasant respite from your busy day. For guests with a vehicle, parking is available.</p><p>Manila has plenty of Chinese restaurants. So when you’re here, be sure to check out popular spots like Cafe Ilang-Ilang, Emerald Garden, and Eng Bee Tin, which are serving up some great dishes.</p><p>If you’re looking for things to do, you can check out University of Santo Tomas (1.0 mi), Presidential Museum and Library (0.8 mi), or Malacanang Palace (0.6 mi), which are popular attractions amongst tourists, and they are all within walking distance.</p><p>Hotel Sogo - Sta Mesa looks forward to welcoming you on your visit to Manila.</p><p></p></div>",10,1.5,Poor,3.5,2.0,2.0,3.0,"Valet parking,Free High Speed Internet (WiFi),Coffee shop,Massage,Concierge,Non-smoking hotel,24-hour front desk,Express check-in / check-out,Wifi,Restaurant","Room service,Safe,Bath / shower","Non-smoking rooms,Family rooms",2.0,42,Car recommended,17,2,"₱1,357",,Philippines,156
Ola! Hostel Manila,"1030 Pablo Ocampo Street Corner Enrique Street, Manila, Luzon 1004 Philippines","Ola! Hostel Manila is a 5-storey building with a total of 27 rooms that can accommodate a total of 100 guests. ALL ROOMS are equipped with air-conditioners, own private bathrooms (w/ hot & cold shower) and lockers. ONLY DELUXE ROOMS guarantee 24-HOUR STAY with CHECK-IN ANYTIME option for your own convenience. STANDARD ROOMS have a set 14:00 hour check in time daily. For your entertainment, there is a 24-hour restaurant/lounge bar is located at the roof deck where guests can enjoy good food and drinks while meeting other fellow travellers and locals. Free use of WIFI is available in all common areas. Parking available.",28,5.0,Excellent,5.0,4.0,5.0,4.5,"Free internet,Internet,Bar / lounge,Restaurant",,,,80,Somewhat walkable,49,4,₱907,,Philippines,1
Pension Natividad,"1690 M. H. Del Pilar Malate, Manila, Luzon 1004 Philippines","<div><p>Looking for a place to stay in Manila? Then look no further than Pension Natividad, a budget friendly pension (b&amp;b) that brings the best of Manila to your doorstep.</p><p>Guest rooms offer amenities such as air conditioning.</p><p>The property also boasts an on-site restaurant, to help make your stay more enjoyable.</p><p>Given the close proximity of popular landmarks, such as Fort Santiago (1.3 mi) and Casa Manila (1.3 mi), guests of Pension Natividad can easily experience some of Manila's most well known attractions.</p><p>If you’re looking for an Asian restaurant, consider a visit to Spiral, Harbor View Restaurant, or Samgyupsalamat, which are all conveniently located a short distance from Pension Natividad.</p><p>If you are interested in exploring Manila, check out one of the architectural buildings, such as San Agustin Church, San Sebastian Church, and Monastery of Saint Agustin.</p><p>We’re sure you’ll enjoy your stay at Pension Natividad as you experience everything Manila has to offer.</p><p></p></div>",115,4.0,Very good,4.0,4.0,4.0,4.0,"Restaurant,Concierge,Non-smoking hotel",Air conditioning,Non-smoking rooms,2.0,95,Great for walkers,209,18,"₱1,131",,Philippines,40
New Hotel Miramar,"1034-1036 Roxas Boulevard, Manila, Luzon 1000 Philippines","<div><p>Finding an ideal hotel in Manila does not have to be difficult. Welcome to New Hotel Miramar, a nice option for travelers like you.</p><p>You’ll enjoy relaxing rooms that offer air conditioning, a minibar, and a desk, and you can stay connected during your stay as New Hotel Miramar offers guests free wifi.</p><p>The hotel features a 24 hour front desk, room service, and baggage storage. Plus, New Hotel Miramar offers an on-site restaurant, providing a pleasant respite from your busy day. For guests with a vehicle, parking is available.</p><p>While staying at New Hotel Miramar, visitors can check out Intramuros (1.8 mi) and Fort Santiago (2.0 mi), some of Manila's top attractions.</p><p>Manila has plenty of French restaurants. So when you’re here, be sure to check out popular spots like Spiral, Vatel Restaurant Manila, and L’Eau Vive, which are serving up some great dishes.</p><p>Plus, during your trip, don’t forget to check out some of the popular gardens, such as San Diego Gardens, Father Blanco's Garden, and Chinese Garden.</p><p>New Hotel Miramar puts the best of Manila at your fingertips, making your stay both relaxing and enjoyable.</p><p></p></div>",79,3.5,Very good,4.0,3.5,3.5,3.5,"Parking,Free High Speed Internet (WiFi),Free breakfast,Airport transportation,Business Center with Internet Access,Meeting rooms,Massage,Baggage storage,Wifi,Paid wifi,Bar / lounge,Coffee shop,Restaurant,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service","Air conditioning,Desk,Room service,Safe,Telephone,Minibar,Bath / shower,Complimentary toiletries,Hair dryer",Non-smoking rooms,3.0,52,Somewhat walkable,81,7,"₱1,809",,Philippines,40
Hotel 2016 Manila,"2016 Del Pilar Street, Manila, Luzon 1009 Philippines","Located at the centre of Malate, Hotel 2016 Manila is a hip hideaway for guests who wish to escape the hustle and bustle of the city. This drive-in hotel offers affordable and cozy rooms perfect for budget travellers and backpackers. Hotel 2016 Manila is only a five minute walk from Roxas Boulevard, which allows you to experience the renowned Manila bay sunset. The drive-in hotel is only 300 meters away from the Manila Zoo and only one jeepney ride away from the walled city of Manila; Intramuros. After a day of touring, relax and re-energize as Hotel 2016 Manila's rooms are furnished with air-conditioning and cable TV. A queen-size bed is provided to ensure their guests will have comfortable nights. Each room has a private toilet and bath with hot & cold water. Personal care items such as shampoo, soap, hand and towels are available. Hotel 2016 Manila provides free parking spaces for guests staying in Deluxe and Suite rooms. Leave your worries behind and indulge in the comfort Hotel 2016 Manila can provide.",59,3.5,Very good,3.5,3.5,3.5,3.5,"Free parking,Free High Speed Internet (WiFi),Hot tub,Free breakfast,Pets Allowed ( Dog / Pet Friendly ),Car hire,Massage,Baggage storage,Wifi,Concierge,Non-smoking hotel,24-hour front desk,Express check-in / check-out,Private check-in / check-out","Soundproof rooms,Air conditioning,Housekeeping,Room service","Non-smoking rooms,Suites,Family rooms",2.0,91,Great for walkers,103,9,"₱1,923",Sohotel,Philippines,80
