name,rating,ratingDate,title,content,visit_date,url
Eurotel Pedro Gil,2.0,Sep 2021,Frustrating,On arrival they put me in the wrong room. They gave me a room that had no window even though I specified and prepaid online. Next day i had to move my luggage to a smaller room but atleast it has the window i asked for They got my breakfast order wrong for the nth time and brought me items of food I specified i did not want. Called them and they said they would bring the correct thing. An hour later called again and they insisted they were bringing it. 2.5hrs later and counting  i still haven't received the breakfast. Just given up on it really  Overall not a great experience so far,September 2021,/ShowUserReviews-g298573-d1175684-r809705695-Eurotel_Pedro_Gil-Manila_Metro_Manila_Luzon.html
Eurotel Pedro Gil,2.0,Mar 2021,Run away from it,"I don't recommande at all. Especially for quarantine. They take advantage of the situation selling overpriced rooms. Breakfast is not included like it says, rooms are dirty, lots of things broken down or don't work properly. Rooms with no windows, air con either off or on, you have to unplug it or it will freeze. Wifi is a joke, it is so slow, you'd better get a sim card. But the worse of the worst is the incompetent people at the reception desk. (they don't speak English, or act like it) never again I will go back in those prison cells.",March 2021,/ShowUserReviews-g298573-d1175684-r783978455-Eurotel_Pedro_Gil-Manila_Metro_Manila_Luzon.html
Eurotel Pedro Gil,3.0,Jan 2021,Convenient location,The location is very convenient. Service was slow.. they took my ID upod arrival and told me that i just wait for my name to be called. Waited for 45mins thought i was already on queued but nothing happens. i follow up my booking and saw my ID was set a side. It just took them 30sec. to confirm my reservation which they should have  done it earlier.. no luggage assistance when i went up to my room.. and the room.. hmmmmm...not much..,January 2021,/ShowUserReviews-g298573-d1175684-r781787470-Eurotel_Pedro_Gil-Manila_Metro_Manila_Luzon.html
Eurotel Pedro Gil,2.0,Nov 2020,Filthy comfort room,"Stayed for 3days/2nights. Booked the room thru a famous booking app, and upon arrival they made me wait for 2hours before giving me a room because they were having a discussion with regards to the price i payed for the room using the app. Because of covid protocol, breakfast was supposed to be delivered in my room but to no avail. Good thing the mall is just around the corner so i can easily buy food. The guard took care of my car tho, so thats a plus. Over all, if you are looking for confort and good service, this is not the place for you. But if you are just there for practical reasons such as cheaper hotel price and good location, its a place to consider.",October 2020,/ShowUserReviews-g298573-d1175684-r778184250-Eurotel_Pedro_Gil-Manila_Metro_Manila_Luzon.html
Red Planet Manila Mabini,4.0,Jun 2023,Great value for money,"Great value for money. safe and quiet. Staff was also very accommodating and friendly. Overall, it was a great experience I'm satisfied to stay on this hotel because the room was clean,comforty bed ,bathroom was perfectly clean.Staffs are good . And close to the store 7/11.I would like to stay here back again . Nice !😇😇",May 2023,/ShowUserReviews-g298573-d2445246-r894615297-Red_Planet_Manila_Mabini-Manila_Metro_Manila_Luzon.html
Red Planet Manila Mabini,1.0,Apr 2023,Depressing,"A very run-down hotel, in a rough part of town. Tiny rooms. No wardrobe, no phone, no chair, no space, tiny bathroom - void of any creature comforts. Depressing hallways, barely functional lifts. Shabby reception area. The one positive was the staff.",April 2023,/ShowUserReviews-g298573-d2445246-r887592783-Red_Planet_Manila_Mabini-Manila_Metro_Manila_Luzon.html
Red Planet Manila Mabini,2.0,Apr 2023,Front Desk Aggravation center,"not  pleased. first,  the receptionist , Grace and the other 2 receptionists seem not happy to be working today. not smiling, no customer connection and rude. no fridge, no kettle, worn out towels, no ac remote, etc... if you have no peace in dealing with rude and no customer connection receptionists,  DONT STAY HERE! ",April 2023,/ShowUserReviews-g298573-d2445246-r885868029-Red_Planet_Manila_Mabini-Manila_Metro_Manila_Luzon.html
Red Planet Manila Mabini,4.0,Mar 2023,Red Planet Hotel,"I'm satisfied to stay on this hotel because the room was clean,comforty bed ,bathroom was perfectly  clean.Staffs are good  . And  close to the store 7/11.I would like to stay here back again . Nice !😇😇",March 2023,/ShowUserReviews-g298573-d2445246-r882046607-Red_Planet_Manila_Mabini-Manila_Metro_Manila_Luzon.html
Red Planet Manila Mabini,3.0,Mar 2023,service and cleanliness,we are satisfied during our stay. staff are courteous and accommodating.  hopefully that there will be free breakfast included during the stay.  Suggest to provide a welcome drink or light fruits in the room to feel more relax.,March 2023,/ShowUserReviews-g298573-d2445246-r881678809-Red_Planet_Manila_Mabini-Manila_Metro_Manila_Luzon.html
Red Planet Manila Mabini,1.0,Mar 2023,Nightmare,"Very old and dirty hotel. Nothing much was given except for 2 bath towel, a floor mat and 3 in 1 soap  The toilet bowl is old and worn out, tiny ants roaming around the toilet sink and the soap dispenser next to the sink is broken.  Pls don’t even bother to stay there for a minute",March 2023,/ShowUserReviews-g298573-d2445246-r881222754-Red_Planet_Manila_Mabini-Manila_Metro_Manila_Luzon.html
Red Planet Manila Mabini,3.0,Mar 2023,Not as it was before or same facility,I stayed in Red Planet in Cubao and in Bangkok previously and the facility was clean and good. The one in Mabini looks and feels old and outdated. The Safe-box was not working. Internet was slow. Had to switch every so often to my own data. It was okay but not the same experience with Cubao and Bangkok.,February 2023,/ShowUserReviews-g298573-d2445246-r880758408-Red_Planet_Manila_Mabini-Manila_Metro_Manila_Luzon.html
Red Planet Manila Mabini,4.0,Feb 2023,Recommending,"Very good area,near to malls, very access for transportation.ill be back here soon, i recommend this to my families and friends.restaurant and convenience store at ground floor..staff and security guards are all polite..",February 2023,/ShowUserReviews-g298573-d2445246-r880464159-Red_Planet_Manila_Mabini-Manila_Metro_Manila_Luzon.html
Red Planet Manila Mabini,5.0,Feb 2023,Our 5-day Getaway,"We had a great stay and we highly recommend Red Planet - Mabini. Located at the heart of Manila and is very budget friendly! Hotel staffs are friendly and the cleanliness is awesome! Very close to offices, business centers and tourists spots.",February 2023,/ShowUserReviews-g298573-d2445246-r880425282-Red_Planet_Manila_Mabini-Manila_Metro_Manila_Luzon.html
Red Planet Manila Mabini,5.0,Feb 2023,Value for Money and Best Hotel in the Area,"The hotel is clean its just the bathroom need some renovation, the staff are pleasant and accomodating. you get what you paid for Value for Money very worth it, I defitnetly come back and stay. Thank you so much Red planet Mabini Branch",February 2023,/ShowUserReviews-g298573-d2445246-r880139958-Red_Planet_Manila_Mabini-Manila_Metro_Manila_Luzon.html
Armada Hotel Manila,1.0,May 2023,Smell Roaches pesticides in my room and hotel  admitted,"The room smell pesticide,  unsafe to the guess, I complaint and they admitted that spraying roaches pesticides after check out of the guess. That an act of unsafe and poison. I move to another room and still smell. I check out 7pm and requesting for refund but they no consideration, very poor review!!!",May 2023,/ShowUserReviews-g298573-d2366916-r890436391-Armada_Hotel_Manila-Manila_Metro_Manila_Luzon.html
Armada Hotel Manila,5.0,May 2023,A quiet stay in Manila,"Located in a small street in Malate, my experience here was quite pleasant. Their rooms have an old fashioned feel to them and I felt that I was in a small hotel in India, 30 years ago! But the air conditioning was good and everything worked nicely. The rooms are not sound proof. So if you have a family with a crying baby in the next room, as I did, it could be a bit of a problem. The staff were very sweet, particularly some of the gentlemen in the lobby and the lovely lady who checked me in at night. I feel bad that I forgot to note her name. Maybe Annette? Since my flight was late, I reached by around 11:00 at night. She was sweet enough to order me a Yummy Pizza from Shakey's nearby, using her app. (God bless her.) ",May 2023,/ShowUserReviews-g298573-d2366916-r890147880-Armada_Hotel_Manila-Manila_Metro_Manila_Luzon.html
Armada Hotel Manila,1.0,Apr 2023,There is better ,Booked for a friend and ended up paying for 3 nites instead of the 2 that waz booked. They kept the deposit for no reason and won't return it. Reached out to the hotel without any action. Would recommend the Tropicana hotel or the city garden suites or new coast hotel before considering this one. ,April 2023,/ShowUserReviews-g298573-d2366916-r886413233-Armada_Hotel_Manila-Manila_Metro_Manila_Luzon.html
Armada Hotel Manila,3.0,Feb 2023,"Nice room, but noisy","Stayed here before, on the 11th floor, which was a nice room. However, this time we were on the 12th floor. The outside A/C units kept us awake and so did the constant noise from the traffic below.  Not the hotels fault, but it didn’t make our stay enjoyable. The breakfast was a bit uninspiring. The bed was super large and comfortable and the rooms were clean. The photos of the roof top Pool make it look larger than it really is.",February 2023,/ShowUserReviews-g298573-d2366916-r879520917-Armada_Hotel_Manila-Manila_Metro_Manila_Luzon.html
Armada Hotel Manila,4.0,Jan 2023,"great people, good location, very clean","the people there were great, rooms super clean, good location in transition only negative my room was very dark even during the day and cheap flooring so it makes noise when you walk oñ it we were there a week and I deal with SAD seasonal affective disorder and lack of light makes me depressed. I would return only if guaranteed a room with much more light I hate being negative but it is how it was",January 2023,/ShowUserReviews-g298573-d2366916-r874879896-Armada_Hotel_Manila-Manila_Metro_Manila_Luzon.html
Armada Hotel Manila,3.0,Jan 2023,Great.. but now just average,"The Bed, Blankets, Pillows.. awesome. The elevators(2) has a built-in alcohol dispenser which was nice. Guards on duty/utilities was very accommodating and patient. They should replace the ladies and gent in the concierge.   The pool, gym, the concierge.. just average to low class as compared 3years ago. EACH needs review/renovation or replacements. The male concierge during our check in was talking inside his office, talking in a loud voice where we are. Very UNPROFESSIONAL! It took us over an hour to check in to our room when we had informed them weeks prior of our preferred bed arrangements.  would think twice about checking in again.",December 2022,/ShowUserReviews-g298573-d2366916-r874455200-Armada_Hotel_Manila-Manila_Metro_Manila_Luzon.html
Armada Hotel Manila,1.0,Jan 2021,The worst internet connection in town,"Its my 3rd day staying in the hotel and the wifi connection of the hotel getting worst and worst, i haven't expect this snail connection since i badly need to use the wifi i have to wait  and change my connection every 3min. ",January 2021,/ShowUserReviews-g298573-d2366916-r781809144-Armada_Hotel_Manila-Manila_Metro_Manila_Luzon.html
Armada Hotel Manila,3.0,Mar 2020,Convenient and Cozy Stay!,Here is my Honest review about my stay.  Pros: -Very attentive and kind staffs. -Relaxing Cozy Room Interior a bit dark though but classy. -Aircon Room working smoothly and water heater although they need to have curtains since no divider for the Shower and CR. -Beautiful Outdoor Pool -I like their wooden floor though. -Near Manila Bay!  Cons: -Sadly No microwave in their Rooms for a 4star hotel. -I am bit frustrated with their WiFi always gets disconnected and a bit slow. ( 5mbps download / 0.80 Upload) -Flush could be better. -Refrigerator sometimes noisy due to the drip.  Maybe I can try to book here again and try their Foods and Resto and Spa. ,March 2020,/ShowUserReviews-g298573-d2366916-r751686692-Armada_Hotel_Manila-Manila_Metro_Manila_Luzon.html
Armada Hotel Manila,5.0,Mar 2020,Perfect resting place,"The room was really big (deluxe double) and clean. The breakfast was great, although not so many choices available. The location is good, less than 5 km from airport. Our favorite was the roof top swimming pool. The water was perfect temperature, the pool was about 120cm deep all the way from one side to the other so it was safer for the kids. We really enjoyed our stay there.",March 2020,/ShowUserReviews-g298573-d2366916-r750461567-Armada_Hotel_Manila-Manila_Metro_Manila_Luzon.html
Armada Hotel Manila,5.0,Feb 2020,Resource Speaker for a client,"Came back to the warm, cozy and hospitable ambience of Armada Hotel Manila Linens and towels  were “sparkling” white and smells so clean All the staff were courteous, helpful and ready with a smile After my very pleasant stay and experience in the workshop  I conducted on Sept 2019; and previous accommodations made by other clients, I will always recommend Armada Hotel Manila So I came back and will do again",January 2020,/ShowUserReviews-g298573-d2366916-r743447449-Armada_Hotel_Manila-Manila_Metro_Manila_Luzon.html
Go Hotels Otis-Manila,4.0,Apr 2023,Choose Go Hotels.,"The staff are warm and friendly, alwqys greeting the guests. They are knowledgeable and provide anwers to your queries.  The room is well maintained and very clean. Except for the bathroom door locks not working and the shower head holder detaches. Overall experience a very relaxing stay.",April 2023,/ShowUserReviews-g298573-d4314691-r886392490-Go_Hotels_Otis_Manila-Manila_Metro_Manila_Luzon.html
Go Hotels Otis-Manila,2.0,Jun 2022,Hotel close to airport if you had to.,"Had to wait 25 minutes for check in as only 1 clerk was on duty to serve 5 families checking in. There was no hot water in the shower, but hit water in the basin..,go figure. Almost everything is strictly on life support. Go Hotels is truly a budget hotel don’t expect any service or convenience. No doorman or porter but a security guard helped out. This is a tough neighborhood the 7-11 has two guards inside, one with a shotgun! It took about 30 minutes to get to the hotel from the airport, and about 15 minutes to get back (at 3 am).",June 2022,/ShowUserReviews-g298573-d4314691-r843796674-Go_Hotels_Otis_Manila-Manila_Metro_Manila_Luzon.html
Go Hotels Otis-Manila,5.0,May 2022,Stunning! Makanda Hotel is my love!,"Stunning! Makanda Hotel is my love! Having been here, you won't want to go anywhere else anymore! Other hotels on its background zero chill. My husband and I's trip here was lit! I really cried when it was time to leave, because I want to stay in this heavenly place forever!!! The rooms are very private and design is WOW! The nature is amazing, the service is beyond praise.",May 2022,/ShowUserReviews-g298573-d4314691-r837963612-Go_Hotels_Otis_Manila-Manila_Metro_Manila_Luzon.html
Go Hotels Otis-Manila,4.0,Jan 2022,5 Day Quarantine,Booked accommodation for my quarantine a week prior. No payment or deposit required . Very easy transaction and very accommodating staff. Arrived early in the morning but was promptly checked in . Clean room / ok food for the price  . Very cold AC and prompt and efficient staff.  Everything went smoothly even the swab test required by the government were well coordinated plus check out was a breeze. Highly recommended value for money .,January 2022,/ShowUserReviews-g298573-d4314691-r825055038-Go_Hotels_Otis_Manila-Manila_Metro_Manila_Luzon.html
Go Hotels Otis-Manila,2.0,Jan 2022,Review as a quarantine hotel,"I am currently in my 7th day of quarantine in this hotel. There are 12 of us from our company who are currently in here. We were already almost quarantined for 2 months in different hotels and yet this hotel put us in rooms without windows. We and our company requested us to be transferred to rooms with windows but on our 7th day, only 4 of us were transferred. I worry for my mental health in this kind of hotel. I have called the front desk quite a few times to follow-up the room and they just give me excuses. But get this, we know that there are vacant rooms with windows and they are putting there new guests in there. Extra towels have to be paid😮 My toilet ceiling is leaking water. Wifi connection is slow. Air-conditioning is centralized and thermostat isn't working.(works as",January 2022,/ShowUserReviews-g298573-d4314691-r823665195-Go_Hotels_Otis_Manila-Manila_Metro_Manila_Luzon.html
Go Hotels Otis-Manila,4.0,Oct 2021,Quarantine Stay,"Pencil booked it a month earlier for my 10days hotel quarantine, and paid it the week of my arrival. The person handling my booking was very prompt in responding to my emails. Very good csr. 😊 Room was okay, it was clean, properly lit and the AC was reaaaally cold. Toilet was clean, you've got a bath and foot towel. Food was okay too! The staffs were very helpful and very accommodating as well, specially the frontdesk. 😊 Thanks, everyone!",September 2021,/ShowUserReviews-g298573-d4314691-r813211869-Go_Hotels_Otis_Manila-Manila_Metro_Manila_Luzon.html
Go Hotels Otis-Manila,4.0,Oct 2021,10-day hotel quarantine,- Booked for my quarantine 4 months before my check-in (to ensure that they accommodate me and my request to have a room with window).  - Pencil booking only upon reservation (no need to pre-pay) and payable upon check-out. Really worth the price. - A cancellation request may be done 3 days before your check-in - Thank you bringing meals at my doorstep 3x daily for 10 days (most fave was the breakfast - dilis) - Very accommodating and responsive hotel staff - Airconditioning unit is not that cold,September 2021,/ShowUserReviews-g298573-d4314691-r813090994-Go_Hotels_Otis_Manila-Manila_Metro_Manila_Luzon.html
Go Hotels Otis-Manila,5.0,Sep 2021,10-day hotel quarantine,"The room is a bit small for a 10-day quarantine and there’s no window on the room where I stayed but it’s clean and comfortable.  During the quarantine stay  - they just provide a towel and a roll of tissue, if u need more u have to rent a towel/buy tissue rolls from them (or u may request for them to shop for u (in the supermarket on the ground floor of the building) for a fee of P50.00 - 3 meals included in the package and a small bottle of water/meal (u have to buy your own coffee/tea and more water, electric water kettle can be requested)  What I like  - separate toilet and shower - waterfall shower - clean - airconditioning  - comfortable - friendly and helpful staff  To improve on  - Foldable table, looks like it’s going to fall off - Cable tv signal going off - Water",August 2021,/ShowUserReviews-g298573-d4314691-r812335124-Go_Hotels_Otis_Manila-Manila_Metro_Manila_Luzon.html
Go Hotels Otis-Manila,4.0,Sep 2021,10 - Day Quarantine,"Booked as a 10-day quarantine hotel in Manila, the reservations staffs are accomodating, and responsive. I am thankful to have a clean and safe place to stay. Staffs are professional and respectful, thank you everyone your help in running errands.  Thank you for bringing food 3 times for 10 days!  The front desk staffs walked a long mile to help me reach out to the laboratory regarding the date of release of my test. Appreciate much all your help.  I am glad to find a hotel to stay in Manila, until next time Go Hotels- Otis team. Stay safe all.  Photo of one of the sunrises from the window.   JRB Rm 5029",September 2021,/ShowUserReviews-g298573-d4314691-r812090499-Go_Hotels_Otis_Manila-Manila_Metro_Manila_Luzon.html
Go Hotels Otis-Manila,5.0,Aug 2021,10 Days Quarantine,"Clean, homy room. kind, accomdating staff. Fast service. 3meals like home cook food which i like, except for one breakfast fried dilis, its itchy. For the price its really worth it.....see you next year GO Hotel OTIS",August 2021,/ShowUserReviews-g298573-d4314691-r804834067-Go_Hotels_Otis_Manila-Manila_Metro_Manila_Luzon.html
Go Hotels Ermita,1.0,Jun 2023,My honest Review,My overall experience was horrible. The blanket stinks and the bathroom looks so dirty as well as smelly. There was no rug outside the bathrooms so I had to ask twice. The staff is fine but I salute the security guard on duty he was so helpful. ,June 2023,/ShowUserReviews-g298573-d12548113-r896386132-Go_Hotels_Ermita-Manila_Metro_Manila_Luzon.html
Go Hotels Ermita,4.0,Feb 2023,Short and Comfortable Stay ,"From The Smooth Check In and Out, Security, Front Desk and Hotel Staffs on 9th Floor was Very Welcoming and Very Helpful Upon My Arrival,duration of My Stay and Departure. Thank You So Much for making My stay very Comfortable. Good Vibes. See GO Hotel Ermita in near Future.",February 2023,/ShowUserReviews-g298573-d12548113-r877981622-Go_Hotels_Ermita-Manila_Metro_Manila_Luzon.html
Go Hotels Ermita,2.0,Jun 2023,bad experience,"Bad experience! The drain in the shower room is not draining well and you will be soaked with dirty water while taking a bath. Their is no rag or towel on the floor outside the shower room. The shower room is too small. When we asked our room to be cleaned, they were not able to clean it and just told us that the cleaner might have forgotten to clear our room",June 2023,/ShowUserReviews-g298573-d12548113-r895883179-Go_Hotels_Ermita-Manila_Metro_Manila_Luzon.html
Go Hotels Ermita,2.0,Jun 2023,A mixed feeling.,"Great location for my needs and bed was comfy otherwise I'm not really impressed. My room looked dirty, had a No. 2 and the toilet blocked twice. Night porter was not a nice man unless you were female. After I arrived 1st to the desk he decided to look after 2 women who came after me so I walked away with the room key. When I got back my room key had been deactivated and again not impressed. I extended my stay and the charged 550 more for the second night, 1st night was 1500peso the 2050 for the next night. I could have overlooked the toilet blocking and the extra charge but the night desk guy was not pleasant to deal with",June 2023,/ShowUserReviews-g298573-d12548113-r895503555-Go_Hotels_Ermita-Manila_Metro_Manila_Luzon.html
Go Hotels Ermita,5.0,Jun 2023,🫡👍🏻,"Nice hotel, clean and comfy, easy access to US Embassy Manila, Quiapo Church, Divisoria, Rizal Park, Robinsons Place Manila is just a minute away from the hotel. We will definitely come back soon. 🫶🏻🫶🏻🫶🏻",May 2023,/ShowUserReviews-g298573-d12548113-r893622017-Go_Hotels_Ermita-Manila_Metro_Manila_Luzon.html
Go Hotels Ermita,4.0,May 2023,Worth your money,"My second time around already with the same purpose. First experience was better than the latest. For my second I have to call the front desk to give us the towels and bottle of waters. I forgot during my first stay  if they include the slippers in their set-up but during my second stay, the housekeeper said you have to pay for it. The toilet and bathroom situation is also in good condition The overall stay was good specially for a budget, it was really worth it. Near US Embassy, many convenience store around and plenty of food resto you can visit. It's an ideal place to stay since it is reachable by taxi, Grab(uber version of Philippines) and plenty of other option for transportation.",May 2023,/ShowUserReviews-g298573-d12548113-r890532644-Go_Hotels_Ermita-Manila_Metro_Manila_Luzon.html
Go Hotels Ermita,4.0,May 2023,nice one!,Our stay was not that bad. There's not much that I can add. But if I had to say more. At least it wasn't a bore. And also there is a plus. Robinsons was near us. If you also had to visit the embassy. At the top floors it's easy to see. To finish it off I'd like to say. Our stay there was A okay. I know for a fact I'll go back again one day. Thank you for taking the time to read what I had to say.,May 2023,/ShowUserReviews-g298573-d12548113-r890000240-Go_Hotels_Ermita-Manila_Metro_Manila_Luzon.html
Go Hotels Ermita,5.0,Apr 2023,Pleasant stay.,"It’s just a last minute decision to stay in this property just to try since it is near to places that I need to be at for 2 nights. Ending of this stay, I decided to extend for an extra night then I came back the following week for another 2 nights of stay. Staffs are very pleasant, friendly, and helpful. In terms of location, it’s an easy access to everything. Value for money, it’s a no-brainer. I’ve stayed in different hotels within the area but this is by far the cleaniest, relatively new, and comfy hotel.",April 2023,/ShowUserReviews-g298573-d12548113-r887784479-Go_Hotels_Ermita-Manila_Metro_Manila_Luzon.html
Go Hotels Ermita,3.0,Apr 2023,Not highly recommended,"The location is accessible to some tourist spots, restaurants and shopping mall. However room cleaning needs improvement, slow internet, defective aircon, no bottled water provided, poor cable tv reception and towels needs replacement.",April 2023,/ShowUserReviews-g298573-d12548113-r885936448-Go_Hotels_Ermita-Manila_Metro_Manila_Luzon.html
Go Hotels Ermita,5.0,Feb 2023,Leisure,Very clean. Very accomodating. I like the hot and cold shower. I like the bed. Medyo ka level na din nila ang malalaking hotel hight tech din sila. Babalik kami for sure yung medyo malapit sa amin. Keep it up.,February 2023,/ShowUserReviews-g298573-d12548113-r877484485-Go_Hotels_Ermita-Manila_Metro_Manila_Luzon.html
Time Travellers Hotel,1.0,Mar 2019,Do not use SAFE!,"My wallet in about equivalent of US$ 100,000 and 2 pcs of credit card was stolen from locked safe in my room.  This safe is electronic but it was broken.   So, a hotel staff gave me a key to open/close.  There should be the spare key.",March 2019,/ShowUserReviews-g298573-d8810435-r657270968-Time_Travellers_Hotel-Manila_Metro_Manila_Luzon.html
Time Travellers Hotel,5.0,Dec 2018,My wife’s Visa Medical Trip,"The first stay was in a Backpackers room I booked for my wife. She had appointments at both U.S. Embassy and St. Luke’s Medical facility. This hotel was nearby both, neat, clean and very decent priced. She didn’t like the backpackers room because shared CR(Comfort Room). So next visit, I booked her an Economy room with inside CR. She text me she very happy with the room. Within walking distances of both Embassy and Medical buildings.",December 2018,/ShowUserReviews-g298573-d8810435-r639188226-Time_Travellers_Hotel-Manila_Metro_Manila_Luzon.html
Time Travellers Hotel,5.0,Sep 2018,Perfect Hotel For US Embassy Interview,"If you have a scheduled interview with the US Embassy in Manila, book this hotel. They have rooms regardless of how many you are in the group or a solo traveller. The embassy is just a atones throw. The front desk staff is very accomodating. There is a 7-11 store beside it, walking dustance to a church and Robinsons Malate. Luneta Park is nearby for a quick stroll.",May 2018,/ShowUserReviews-g298573-d8810435-r615263866-Time_Travellers_Hotel-Manila_Metro_Manila_Luzon.html
Time Travellers Hotel,4.0,Dec 2017,Good value for the money. ,Large room with good air conditioner and hot shower.  Also for your convenience a refrigerator and electric kettle. Breakfast included with a limited menu.  There is an in room lockbox (safe)for your valuables.  This is an older hotel in an older part of the city.  Near the USA Embassy and near Robinson mall.  A short walk from Rizal park and Manila bay.  This is not a fancy hotel.  But it is a clean and comfortable place to stay.   Casinos nearby for your gambling pleasure.      This is a reasonably priced room if you don’t need a swimming pool or other frills.   The staff was friendly and helpful.  I will stay here again next time I’m in Manila. ,December 2017,/ShowUserReviews-g298573-d8810435-r544661204-Time_Travellers_Hotel-Manila_Metro_Manila_Luzon.html
Time Travellers Hotel,3.0,Aug 2017,Improvements,"From the last time I dropped by, I noted some improvements. First, the lift was being fixed, although it is still so small. It can fit 3 people maximum without luggage. The rooms are clean as usual. The staff a bitt friendlier than last. They've been offering Zen rooms.  Downside is it is still a noisy neighborhood and walls are just too thin.",May 2017,/ShowUserReviews-g298573-d8810435-r520064360-Time_Travellers_Hotel-Manila_Metro_Manila_Luzon.html
Time Travellers Hotel,3.0,Aug 2017,Good value for money if you don't dislike few things,"I liked the big rooms, big bed, had a safe box also. friendly staff.  Disliked the noise from the street (old windows),stains on the carped and dirty walls, bad breakfast and especially the fact that I forgot a microfiber and nobody saw anything when I came back to ask about it. Really bad wifi, couldn't use it.",November 2016,/ShowUserReviews-g298573-d8810435-r510658374-Time_Travellers_Hotel-Manila_Metro_Manila_Luzon.html
Time Travellers Hotel,5.0,Jul 2017,Spacious and Clean rooms; Accommodating and polite staff,"Unlike any other budget hotels, this one has a lot to offer. Spacious and clean rooms, fridge, wifi, clean bathroom, tv, chairs and table, sink. It's perfect. It's a budget hotel but all you need is there.  What I loved most during our stay was their courteous approach. Everyone who worked at Time Traveller's Hotel seems to know the meaning of great customer service. I will definitely recommend this hotel. Two thumbs up! ",July 2017,/ShowUserReviews-g298573-d8810435-r499814122-Time_Travellers_Hotel-Manila_Metro_Manila_Luzon.html
Time Travellers Hotel,4.0,Apr 2017,VALUE FOR MONEY,"The Time Travelers Hotel in Ermita, Philippines is good value for money.  If you want 5 star then this place is not for you but if you want a comfortable room for a reasonable price then I recommend it",January 2017,/ShowUserReviews-g298573-d8810435-r474766539-Time_Travellers_Hotel-Manila_Metro_Manila_Luzon.html
Time Travellers Hotel,2.0,Apr 2017,Nice but noisy,"Spacious rooms ,friendly hardworking staff in good location to Robinson mall.  Sadly the hotel is incredibly badly designed so that all rooms in the back have a window facing back and another to the inside . All traffic noise and hotel noise is heard easily . Front rooms simply get the traffic only. I found it difficult to sleep but stayed a few days due to lack of better options in this area.",April 2017,/ShowUserReviews-g298573-d8810435-r472027201-Time_Travellers_Hotel-Manila_Metro_Manila_Luzon.html
Time Travellers Hotel,2.0,Feb 2017,back packers room,"the wifi will disconnect frequently and register again. the coomfort room is not clean. no aircon inside the room, only exhaus fan that provides coolness from outside AC in the room. no cabinet to put your things.",February 2017,/ShowUserReviews-g298573-d8810435-r458818783-Time_Travellers_Hotel-Manila_Metro_Manila_Luzon.html
Paragon Tower Hotel,3.0,Mar 2020,"NEAR Luneta Park, but....","The room was opened and both the air conditioning and TV were on when I reached my room. I was initially scared that somebody must be inside.  My beddings, AC, TV, shower, etc are all old and should be updated. It was slippery in the bath tub and I could feel a bump at its bottom area so I decided to quickly finish my shower. The cleaning of my room  was not done well.  The neighborhood is composed of some high rise buildings, private dwellings, restaurants, vendors selling their wares, tricycle drivers waiting for their passengers, Pure Gold Grocery, etc.  I booked and paid for 2 nights, but only stayed for 1 night when my Korean Air flights were changed. Did not feel that I would stay here again when I visit Manila.",March 2020,/ShowUserReviews-g298573-d1228863-r749980657-Paragon_Tower_Hotel-Manila_Metro_Manila_Luzon.html
Paragon Tower Hotel,3.0,Feb 2020,Hotel nearby St Luke's Extension Clinic,"This hotel has a spacious room, good airconditioning but the bathroom needs tidying up, black grouts stick out. Bathroom warm water is available but Barrel bolt Lock on the door is malfunctioning. Parking Space is limited to only 2 which is a turn-off.  There are no restaurant or even a small cafeteria within the building.   The ladies at the counter is always looking at their cellphones either playing games or chatting, not so attentive to guests.",January 2020,/ShowUserReviews-g298573-d1228863-r744615488-Paragon_Tower_Hotel-Manila_Metro_Manila_Luzon.html
Paragon Tower Hotel,3.0,Dec 2019,Fair.. ,Room aircon  is good.. yet have problems on hot water. Hotel maintenance  able to repair.   No parking area.. security guard on duty seems like not knowing his role.  Counter staffs needs orientation on customer service.. dont even know how to say good morning. ,December 2019,/ShowUserReviews-g298573-d1228863-r733522794-Paragon_Tower_Hotel-Manila_Metro_Manila_Luzon.html
Paragon Tower Hotel,3.0,Dec 2019,"Spacious room, but has small roaches","Paragon Tower Hotel has very spacious rooms and a cold air con. There are some small cockroaches in the room however, and I had to wait for a long time to get my room. The location was good as it was near many amenities such as restaurants and a mall.",December 2019,/ShowUserReviews-g298573-d1228863-r730519126-Paragon_Tower_Hotel-Manila_Metro_Manila_Luzon.html
Paragon Tower Hotel,2.0,Oct 2018,4 night stay,Pros: 1. Spacious room 2. Good Air-conditioning 3. Receptionists are friendly and dependable 4. Good location  5. Good water supply Cons: 1. Poor room service 2. No electric kettle  3. No hair dryer 4. Insects are everywhere ( ants and cockroaches ) 5. Incomplete dining set 6. Fridge stinks 7. Very poor internet and wifi signal ,October 2018,/ShowUserReviews-g298573-d1228863-r623913047-Paragon_Tower_Hotel-Manila_Metro_Manila_Luzon.html
Paragon Tower Hotel,4.0,Jul 2018,Spacious room,"The room was spacious the aircon is good also the cable channel...we had problems with the WiFi but still OK...the kids enjoy the bathtub the hotel is very accessible there's a lot of fast food and restaurant near the area, mini-stop and pure gold jr...",July 2018,/ShowUserReviews-g298573-d1228863-r601497714-Paragon_Tower_Hotel-Manila_Metro_Manila_Luzon.html
