name,rating,rating_date,title,content,visit_date,url
"Vikings Luxury Buffet, SM City Marikina",5.0,"August 24, 2023",fun,this buffet restaurant is good for any occasions especially for birthdays. Great place for celebrating with loves ones,Date of visit:,/ShowUserReviews-g312692-d3975833-r912549235-Vikings_Luxury_Buffet_SM_City_Marikina-Marikina_Metro_Manila_Luzon.html
"Vikings Luxury Buffet, SM City Marikina",5.0,"August 22, 2023",Birthday Lunch,"I had a great time here, celebrating my birthday. The crews are accommodating and welcoming, especially Niel Santos. There are a bunch of delicious food choices to taste, and the ambiance here is clean, cozy, and luxurious. This is a great place to celebrate your...birthday since you can eat here for free and there's a cute aesthetic cake.",Date of visit:,/ShowUserReviews-g312692-d3975833-r912062314-Vikings_Luxury_Buffet_SM_City_Marikina-Marikina_Metro_Manila_Luzon.html
"Vikings Luxury Buffet, SM City Marikina",5.0,"August 21, 2023",Birthday Dinner,"The food is great and the service here is one of a kind , There's a crew who assist us of what we need thankyou Sir Ken!",Date of visit:,/ShowUserReviews-g312692-d3975833-r911902591-Vikings_Luxury_Buffet_SM_City_Marikina-Marikina_Metro_Manila_Luzon.html
"Vikings Luxury Buffet, SM City Marikina",5.0,"August 21, 2023",birthday,"There are a variety of delicious foods, the waiters are accommodating. The plating design of my birthday cake is attractive, and the ambiance is cozy and looks expensive.",Date of visit:,/ShowUserReviews-g312692-d3975833-r911826448-Vikings_Luxury_Buffet_SM_City_Marikina-Marikina_Metro_Manila_Luzon.html
"Vikings Luxury Buffet, SM City Marikina",5.0,"August 20, 2023",Feedback,The food is wonderful and the service is outstanding especially to ralf great costumer service. Thank you,Date of visit:,/ShowUserReviews-g312692-d3975833-r911680206-Vikings_Luxury_Buffet_SM_City_Marikina-Marikina_Metro_Manila_Luzon.html
"Vikings Luxury Buffet, SM City Marikina",5.0,"August 20, 2023",Awesome,Wide variety of foods to choose from. Good service esp. Ken D server of our table very good in customer service.,Date of visit:,/ShowUserReviews-g312692-d3975833-r911662455-Vikings_Luxury_Buffet_SM_City_Marikina-Marikina_Metro_Manila_Luzon.html
"Vikings Luxury Buffet, SM City Marikina",5.0,"August 20, 2023",Wonderful,The food is great very accommodating staff specially Ralf very helpful and kind whe are lucky that he is the one serving us,Date of visit:,/ShowUserReviews-g312692-d3975833-r911603681-Vikings_Luxury_Buffet_SM_City_Marikina-Marikina_Metro_Manila_Luzon.html
"Vikings Luxury Buffet, SM City Marikina",5.0,"August 19, 2023",Bday ni bebe,The food is good. Every one enjoyed it and Love it! Server Ralf was very friendly. We will surely comeback,Date of visit:,/ShowUserReviews-g312692-d3975833-r911429622-Vikings_Luxury_Buffet_SM_City_Marikina-Marikina_Metro_Manila_Luzon.html
"Vikings Luxury Buffet, SM City Marikina",5.0,"August 18, 2023",My Wife's Birthday,"One of the thing that makes us happy and satisfied is the ambience and how the staffs are so kind and the way they fulfill our wants and needs when it comes to food. 100 percent satisfied, will make sure to comeback, as always :)",Date of visit:,/ShowUserReviews-g312692-d3975833-r911221133-Vikings_Luxury_Buffet_SM_City_Marikina-Marikina_Metro_Manila_Luzon.html
"Vikings Luxury Buffet, SM City Marikina",5.0,"August 18, 2023",Anniversary and birthday,"Salamat sa VIKINGS, Good food masasarap pagkain at yung mga nag aassist mababait special mention to sir RALF kasi sya yung nag assist samin kung ano yung mga food na masisiyahan kami at Goodjob sa mga crew kasi laging naka smile. Again Thankyou Vikings",Date of visit:,/ShowUserReviews-g312692-d3975833-r911199543-Vikings_Luxury_Buffet_SM_City_Marikina-Marikina_Metro_Manila_Luzon.html
"Vikings Luxury Buffet, SM City Marikina",5.0,"August 15, 2023","Food, Staff and Ambience is 💯","Our experience in dining with Vikings is absolutely delightful. The standout was definitely Ralf, a staff member who went above and beyond to ensure our visit was fantastic. His accommodating and friendly demeanor truly enhanced our dining experience. Kudos to Ralf and the entire Vikings...Buffet team for making it a memorable meal!",Date of visit:,/ShowUserReviews-g312692-d3975833-r910424735-Vikings_Luxury_Buffet_SM_City_Marikina-Marikina_Metro_Manila_Luzon.html
"Vikings Luxury Buffet, SM City Marikina",5.0,"August 15, 2023",My Tita's Birthday,We celebrate my Tita's Birthday in Vikings luxury buffet it was a nice place to celebrate birthdays. The food was freshly cooked. The ambiance I'd nice and thanks to Sir Ralf he gives the needs and wants of the guests.,Date of visit:,/ShowUserReviews-g312692-d3975833-r910420332-Vikings_Luxury_Buffet_SM_City_Marikina-Marikina_Metro_Manila_Luzon.html
"Vikings Luxury Buffet, SM City Marikina",5.0,"August 14, 2023",Wonderful night,"The place is awsome, never seen such a crowded restaurant before though i get why they also patronize the vikings because its delicious foods and very good service👌. Shout out to sir ralf for always asking what we need, and he always smile like he...doest get tired. Thank you vikings marikina❤",Date of visit:,/ShowUserReviews-g312692-d3975833-r910297002-Vikings_Luxury_Buffet_SM_City_Marikina-Marikina_Metro_Manila_Luzon.html
"Vikings Luxury Buffet, SM City Marikina",5.0,"August 12, 2023",Good food good people.,I commend Jerson for his excellent service. We enjoy our dinner! Overall sobrang okay ang experience namin thank you!,Date of visit:,/ShowUserReviews-g312692-d3975833-r909793115-Vikings_Luxury_Buffet_SM_City_Marikina-Marikina_Metro_Manila_Luzon.html
La Piazza,5.0,"August 25, 2023",Super experience!,"The food was really good! The server, Ems has superb service! He knows a lot about the food and he is attentive with our needs. Definitely gonna go back. Two thumbs up!",Date of visit:,/ShowUserReviews-g312693-d13986287-r912835025-La_Piazza-Paranaque_Metro_Manila_Luzon.html
La Piazza,5.0,"July 2, 2023",Great place to dine in Okada,Amazing Italian food and top notch service! My family enjoyed our dinner overlooking the dancing fountain. Kudos to Marco for assisting us the entire time..,Date of visit:,/ShowUserReviews-g312693-d13986287-r899691472-La_Piazza-Paranaque_Metro_Manila_Luzon.html
La Piazza,5.0,"August 25, 2023",Perfect and amazing place,"The place, ambience, the spot for dancing fountain is perfect. The services is also very good, personnel are respectful and helpful.",Date of visit:,/ShowUserReviews-g312693-d13986287-r912796878-La_Piazza-Paranaque_Metro_Manila_Luzon.html
La Piazza,5.0,"August 24, 2023",Awesome birthday dinner at La Piazza,Awesome food and service courtesy of Ems. All the staff also participated in the surprise birthday song. Love it!,Date of visit:,/ShowUserReviews-g312693-d13986287-r912613447-La_Piazza-Paranaque_Metro_Manila_Luzon.html
La Piazza,5.0,"August 24, 2023",photographers 📸,Amazing food and staff are friendly and good photographers. They took our photos amazingly. And they are easy to talk to 📸💕,Date of visit:,/ShowUserReviews-g312693-d13986287-r912611785-La_Piazza-Paranaque_Metro_Manila_Luzon.html
La Piazza,5.0,"August 24, 2023","Great food, Great service, Great experience!!!","Very delectable food, specially the Burratta, Scallops, Beef; Super accommodating usherette Jane, Server Kenneth & Supervisor Michael. A very memorable birthday celebration. Really a place where great stories begin!!! Must-visit Dining Experience. 💜💜💜",Date of visit:,/ShowUserReviews-g312693-d13986287-r912589993-La_Piazza-Paranaque_Metro_Manila_Luzon.html
La Piazza,5.0,"August 24, 2023",Perfect for date nights! ❤️,"Cozy place with a great view, fantastic good-looking food and impeccable service. Thank you! We’ll be back.",Date of visit:,/ShowUserReviews-g312693-d13986287-r912584864-La_Piazza-Paranaque_Metro_Manila_Luzon.html
La Piazza,5.0,"August 23, 2023",Excellence Service and great food,We had amazing experience. Service were excellent and Ems lets us experience the exceptional service. Food were so great and tasty. Highly recommended. Definitely will come back again soon.,Date of visit:,/ShowUserReviews-g312693-d13986287-r912411207-La_Piazza-Paranaque_Metro_Manila_Luzon.html
La Piazza,5.0,"August 21, 2023",Perfect place for a dinner,Awesome place and awesome food. With a great team that makes you feel comfortable all the time. Make sure you watch the fountain’s show from the private balcony.,Date of visit:,/ShowUserReviews-g312693-d13986287-r911908564-La_Piazza-Paranaque_Metro_Manila_Luzon.html
La Piazza,5.0,"August 20, 2023",Spectacular Evening,"The ambience was very pleasant and hospitable. We had a wonderful evening! The food tasted amazing, the service was superb, and just the whole dining experience was great.",Date of visit:,/ShowUserReviews-g312693-d13986287-r911710385-La_Piazza-Paranaque_Metro_Manila_Luzon.html
La Piazza,5.0,"August 20, 2023",Dinner at La Piazza,"I would like to express my utmost satisfaction with the exceptional experience we had. I am extremely grateful for the staff's incredible customer service namely Marco, John Paul and the Manager they were always attentive, friendly, and willing to go the extra mile to ensure...our satisfaction. 
The food was of the highest quality, with exceptional taste and beautiful presentation. 
The place is Amazing!!! 👍",Date of visit:,/ShowUserReviews-g312693-d13986287-r911687190-La_Piazza-Paranaque_Metro_Manila_Luzon.html
La Piazza,5.0,"August 20, 2023",A fantastic experience as a first time customer,"Excellent food, service and accomodating staff. Will definitely recommend to others and will be certainly visit again someday",Date of visit:,/ShowUserReviews-g312693-d13986287-r911686669-La_Piazza-Paranaque_Metro_Manila_Luzon.html
La Piazza,4.0,"August 20, 2023",Steak Night in Okada,The restaurant has a good ambiance and food. Waitress (Kyla) is super accommodating. Will definitely come back ❤️,Date of visit:,/ShowUserReviews-g312693-d13986287-r911662371-La_Piazza-Paranaque_Metro_Manila_Luzon.html
La Piazza,5.0,"August 20, 2023",Good Experience,this spot is good for the couple or family who wants to view the popular Music fountain of the Okada.,Date of visit:,/ShowUserReviews-g312693-d13986287-r911637040-La_Piazza-Paranaque_Metro_Manila_Luzon.html
La Piazza,5.0,"August 18, 2023",Experience went from good to Great thanks to Marcus.,"Great food and service from Marcus. 

We ordered tomahawk, pasta, wine and pizza. We all enjoyed the food! But it was better when Marcus was serving our needs. Thanks Marcus",Date of visit:,/ShowUserReviews-g312693-d13986287-r911197873-La_Piazza-Paranaque_Metro_Manila_Luzon.html
Xin Tian Di,5.0,"August 25, 2023",Excelent service,Good service keep it up! Good job we love all the foods specially chicken feet. We always go here to celebrate and eat dinner.,Date of visit:,/ShowUserReviews-g298574-d1728793-r912823426-Xin_Tian_Di-Quezon_City_Metro_Manila_Luzon.html
Xin Tian Di,5.0,"August 25, 2023",PBCC post dinner,"We had a great and sumptuous dinner here. 

Shout to Ms. Claire for being extra accommodating and making us comfortable . 😋😋😋",Date of visit:,/ShowUserReviews-g298574-d1728793-r912816930-Xin_Tian_Di-Quezon_City_Metro_Manila_Luzon.html
Xin Tian Di,5.0,"August 25, 2023",Veey good,"Hi Guys , hi everyone! Good evening! Very Well! Food was great. Sir Rogie was very approachable. 10/10 service",Date of visit:,/ShowUserReviews-g298574-d1728793-r912816464-Xin_Tian_Di-Quezon_City_Metro_Manila_Luzon.html
Xin Tian Di,5.0,"August 25, 2023",Great Food Great Dine,Waiter Mr Rogie was so nice to us. The food was delicious and we were so full after eating. We had so much fun.,Date of visit:,/ShowUserReviews-g298574-d1728793-r912815899-Xin_Tian_Di-Quezon_City_Metro_Manila_Luzon.html
Xin Tian Di,5.0,"August 25, 2023",One of the best Chinese restaurants for dining,Perfect for dining. Food is superb. The buchi is really delicious and the fried food is soft and tasy.,Date of visit:,/ShowUserReviews-g298574-d1728793-r912815892-Xin_Tian_Di-Quezon_City_Metro_Manila_Luzon.html
Xin Tian Di,5.0,"August 25, 2023",Great food and service!,"Food is great! All that were served were really delicious. Great staff too, service was superb!  Thanks to Rogie who assisted us today.",Date of visit:,/ShowUserReviews-g298574-d1728793-r912748264-Xin_Tian_Di-Quezon_City_Metro_Manila_Luzon.html
Xin Tian Di,5.0,"August 22, 2023",Thank you for the collagen.,"We had fun dining with Xin Tian Di, we enjoyed our lunch. Food was great and our server Gem was very attentive and polite.",Date of visit:,/ShowUserReviews-g298574-d1728793-r912091379-Xin_Tian_Di-Quezon_City_Metro_Manila_Luzon.html
Xin Tian Di,5.0,"August 22, 2023",Birthday Party Venue,Good for get togethers and parties! Staff were nice and food was amazing. The buffet/unli dimsum was worth it.,Date of visit:,/ShowUserReviews-g298574-d1728793-r912090283-Xin_Tian_Di-Quezon_City_Metro_Manila_Luzon.html
Xin Tian Di,5.0,"August 22, 2023",Best food and best services,"The food is great. The service is excellent. The staff are very attentive and they are taking good care to our needs. 

Super sulit. We will be back for sure.",Date of visit:,/ShowUserReviews-g298574-d1728793-r912076595-Xin_Tian_Di-Quezon_City_Metro_Manila_Luzon.html
Xin Tian Di,5.0,"August 21, 2023","Great food, superb service at Xin Tian Di","The dim sum buffet was delightful, the service superb. Rogie was very helpful - from tips how to order, ways of enjoying the food and asking if we need a parking pass. 
Other servers were attentive and polite as well, making sure our orders are...served and asking feedback about their food. 
Totally worth the visit.",Date of visit:,/ShowUserReviews-g298574-d1728793-r911826989-Xin_Tian_Di-Quezon_City_Metro_Manila_Luzon.html
Xin Tian Di,5.0,"August 20, 2023",Team Dinner,"We just had our team dinner. Courteuos Staffs, Excellent Customer Service and good food. Our Team enjoyed our time and our food. Thank you.",Date of visit:,/ShowUserReviews-g298574-d1728793-r911687544-Xin_Tian_Di-Quezon_City_Metro_Manila_Luzon.html
Xin Tian Di,5.0,"August 20, 2023",Five star experience,My friends and I were hungry for dinner and dining at Xin Tian Di did not disappoint. Wonderful service and the food was delivered in no time. Food was amazing and love the peking duck.,Date of visit:,/ShowUserReviews-g298574-d1728793-r911672667-Xin_Tian_Di-Quezon_City_Metro_Manila_Luzon.html
Xin Tian Di,5.0,"August 20, 2023",Excellent lunch!,"Excellent service and great food!
Very attentive service from Rachel and Darwin!
Would highly recommend this restaurant",Date of visit:,/ShowUserReviews-g298574-d1728793-r911606502-Xin_Tian_Di-Quezon_City_Metro_Manila_Luzon.html
Xin Tian Di,5.0,"August 20, 2023",Excellent service and tasty food,"Excellent service especially Jem

Wide range of unlimited dimsum and delectable as well.

Outstanding value for money.",Date of visit:,/ShowUserReviews-g298574-d1728793-r911604771-Xin_Tian_Di-Quezon_City_Metro_Manila_Luzon.html
Xin Tian Di,5.0,"August 20, 2023",Great!,"Great food
Great service 
Great portion of the servings 
Roggie was DA BOMB! And the rest of the staff that served, polite and funny!",Date of visit:,/ShowUserReviews-g298574-d1728793-r911599966-Xin_Tian_Di-Quezon_City_Metro_Manila_Luzon.html
Marriott Cafe,5.0,"August 24, 2023","We had an amazing experience while dining with at marriott cafe for our breakfast thanks to Anton,Gener, adelfa,julia.","Thanks to the amazing staff of marriott cafe specially to Gener, Anton, Julie, Adelfa and Donna. Our breakfast there is such a wonderful experience.",Date of visit:,/ShowUserReviews-g298452-d2526318-r912529561-Marriott_Cafe-Pasay_Metro_Manila_Luzon.html
Marriott Cafe,5.0,"August 23, 2022",Breakfast,"One of the best hotel breakfasts I’ve head not just in Philippines but around the world. Selection from Asian cuisine, European station, sweets, eggs, pancakes n waffles, varieties of fruits... unbelievable! Staff very attentive to detail and available at a blink of an eye. Just...perfect! Special thanks to Nino who made sure I was comfortable and taken care of.",Date of visit:,/ShowUserReviews-g298452-d2526318-r855779119-Marriott_Cafe-Pasay_Metro_Manila_Luzon.html
Marriott Cafe,5.0,"August 24, 2023",Good Customer Service,Very accomodating and pleasant staff who has smiles on their faces and very nice people Anton Gener Adelfa Ms. Donna Ms. Juliel,Date of visit:,/ShowUserReviews-g298452-d2526318-r912529395-Marriott_Cafe-Pasay_Metro_Manila_Luzon.html
Marriott Cafe,5.0,"August 22, 2023",Excellent restaurant ,I really enjoyed my time there. the restaurant was very clean and the food Very tasty. The staff were friendly.,Date of visit:,/ShowUserReviews-g298452-d2526318-r912224254-Marriott_Cafe-Pasay_Metro_Manila_Luzon.html
Marriott Cafe,5.0,"August 22, 2023",Lunch time with family,"The service was great and the food was delicious. The people who served and helped us were Mang Donna, Mang Juliel, Adelfa, and Agnes. These people were really nice and we're all grateful for their service.",Date of visit:,/ShowUserReviews-g298452-d2526318-r912086123-Marriott_Cafe-Pasay_Metro_Manila_Luzon.html
Marriott Cafe,5.0,"August 22, 2023",Delicious food and awesome staff,"Had excellent breakfast, the variety of food and drinks is really extensive . Best espresso in a long time prepared by Reymart! Also special thanks to Eagan and Kim that kept checking if everything was ok and offering some delights from the breakfast",Date of visit:,/ShowUserReviews-g298452-d2526318-r912043616-Marriott_Cafe-Pasay_Metro_Manila_Luzon.html
Marriott Cafe,4.0,"August 21, 2023",Unplanned Dinner,Good for casual dining. Location is very convenient. The staff as very friendly and accommodating. The food was simple but fresh and has excellent quality. Straightforward but still upmarket.,Date of visit:,/ShowUserReviews-g298452-d2526318-r911905381-Marriott_Cafe-Pasay_Metro_Manila_Luzon.html
Marriott Cafe,5.0,"August 20, 2023",Marriott Cafe,The staff was very accommodating and service was good. The food was cooked nicely. The ambience is good as well,Date of visit:,/ShowUserReviews-g298452-d2526318-r911660212-Marriott_Cafe-Pasay_Metro_Manila_Luzon.html
Marriott Cafe,5.0,"August 20, 2023",Welcoming,"Good food and ambiance. All servers and chefs were accomodating too such as Kuya Niño, Erven, and Apple.",Date of visit:,/ShowUserReviews-g298452-d2526318-r911659579-Marriott_Cafe-Pasay_Metro_Manila_Luzon.html
Marriott Cafe,5.0,"August 20, 2023",Great experience at Marriot Cafe,"Food was great, the selections were ample, and the staff were very attentive! Special mention to Niño and Shiela for their excellent service, they made sure all our requests were met. Even the chefs were extra helpful, giving suggestions on what to try. Would definitely...come back again with the family. :)",Date of visit:,/ShowUserReviews-g298452-d2526318-r911652907-Marriott_Cafe-Pasay_Metro_Manila_Luzon.html
Marriott Cafe,4.0,"August 20, 2023","Memorable, filling food, ambiance is great",Server reymart and wendy were very courteous and attentive. The place is clean and organized. All buffet stations are well manned and replenished on a timely manner. Chef at the pasta station were courteous to deliver our pasta in our table (c11).,Date of visit:,/ShowUserReviews-g298452-d2526318-r911600427-Marriott_Cafe-Pasay_Metro_Manila_Luzon.html
Marriott Cafe,5.0,"August 20, 2023",Great Sunday Lunch!,"Reymart/Wendy

Great food,  many selections. Love the dessert, servers are very kind and attentive.",Date of visit:,/ShowUserReviews-g298452-d2526318-r911599113-Marriott_Cafe-Pasay_Metro_Manila_Luzon.html
Marriott Cafe,5.0,"August 20, 2023",SUNDAY CROSSOVER LAST DAY,"Chef Jenny remembered me! Because she always takes care of me from the live seafood paluto! Wendy and Reymart also made sure I had all that I needed while eating. Too bad this is the last day of Sunday Crossover with Cru. Everything is so...much worth it! Thank you, I bow to you!",Date of visit:,/ShowUserReviews-g298452-d2526318-r911597368-Marriott_Cafe-Pasay_Metro_Manila_Luzon.html
Marriott Cafe,5.0,"August 20, 2023",Great experience,"Food was great!❤️

Kudos to the staff of Marriot Cafe, Marriot Hotel Manila, shout out to Ms. Juliel and Karl for making my Mommy’s Birthday a memorable one❤️

We’ll definitely visit again.🫶🏻",Date of visit:,/ShowUserReviews-g298452-d2526318-r911577260-Marriott_Cafe-Pasay_Metro_Manila_Luzon.html
Marriott Cafe,5.0,"August 19, 2023",Amazing,"Had an amazing dinner here with my boyfriend. Staff are consistently helpful and very approachable specially Niño and Shiela. I love their professionalism and work ethics as they know what you need even before you ask them. They have shown us great service. Used plates...were cleaned from our table every time, our glasses are constantly filled with water, and they even offered us foods that we should try. Food in the buffet are excellent and tastes really good. Will surely bring our families here next time.",Date of visit:,/ShowUserReviews-g298452-d2526318-r911451521-Marriott_Cafe-Pasay_Metro_Manila_Luzon.html
Brasserie On 3,4.0,"August 25, 2023",Nice experience,"We had a family dinner here, the theme for that night was steak night.I think for the price its good na since unli steaks already and masarap yung food but i wish there would be more choices like before na buffet nila. Madami naman but...mas madami before. But good na since masarap. One of the best buffets for me since masarap yung food always. Our experience this night was pleasant rin because sa server namin. He was great! It was kuya Francis!! Super nice, he attends to our needs agad, very friendly and he added sa fun to that night. Also would commend the dessert chef who was there that night didnt get his name.  Masarap yung desserts niya and friendly as well!! We enjoyed our dinner here! Siguro yung hindi lang pleasant yung isang chef sa grilling area masungit haha. But overall very nice! Will keep coming back!",Date of visit:,/ShowUserReviews-g298452-d10164845-r912878757-Brasserie_On_3-Pasay_Metro_Manila_Luzon.html
Brasserie On 3,5.0,"August 24, 2023",Ira's Graduation Dinner,"The food were seasoned just right and taste so good ! Keep it up! 👍 My daughter was given a completary graduation cake by our waiter - Francis, courtesy of Chef Jas. They are very wlecoming and made us feel at home. Thanks Brasserie on...3 for a nicr experience! 🙏",Date of visit:,/ShowUserReviews-g298452-d10164845-r912594953-Brasserie_On_3-Pasay_Metro_Manila_Luzon.html
Brasserie On 3,5.0,"August 24, 2023",Martinez Family 2023 Conrad Manila ,"Excellent experience once again at the Conrad Manila. Facilities are magnificent and has become our favourite Conrad that we have visited all over the world. What puts it way over the top of the rest is the staff. Totally professional, caring,helpful, and treat everyone like...family.  Zaldy and Ian waiters and Chief Jhong in the breakfast Brasserie buffet level 3 are excellent and made our dining an brilliant experience 😀.  All the staff deserves high praises from security, front desk,room services,room attendants, and executive lounge check in and concierge services. Salamuch to all, we will be back again next year.",Date of visit:,/ShowUserReviews-g298452-d10164845-r912524855-Brasserie_On_3-Pasay_Metro_Manila_Luzon.html
Brasserie On 3,5.0,"August 21, 2023",Our family had a great experience.,"Our family had a great experience dining in Conrad Manila. Our server, Gab, is attentive to our needs. He also asked us from time to time if we need something.",Date of visit:,/ShowUserReviews-g298452-d10164845-r911831140-Brasserie_On_3-Pasay_Metro_Manila_Luzon.html
Brasserie On 3,5.0,"August 21, 2023",A banquet of possibilities,"The amount of food available and diversity for each is incredible. The staff is amazing!!! So courteous and accommodating, Jean was incredibly sweet and made us feel right at home.",Date of visit:,/ShowUserReviews-g298452-d10164845-r911790841-Brasserie_On_3-Pasay_Metro_Manila_Luzon.html
Brasserie On 3,5.0,"August 20, 2023",More Than A 5-Star Experience!,"Great ambience, great food, great experience! The waiters Lemuel and Mart are very warm and accommodating. Will definitely come back with more family and friends!",Date of visit:,/ShowUserReviews-g298452-d10164845-r911672363-Brasserie_On_3-Pasay_Metro_Manila_Luzon.html
Brasserie On 3,5.0,"August 20, 2023",Exceptional experience with,"Exceptional experience with very hospitable staff! Kudos to Albert, Joemar, JC, and King. Thank you!",Date of visit:,/ShowUserReviews-g298452-d10164845-r911662523-Brasserie_On_3-Pasay_Metro_Manila_Luzon.html
Brasserie On 3,5.0,"August 19, 2023",Excellent!,The food is great! The staff are very accommodating especially Lemuel and Mart. We’ll surely come back!,Date of visit:,/ShowUserReviews-g298452-d10164845-r911437074-Brasserie_On_3-Pasay_Metro_Manila_Luzon.html
Brasserie On 3,5.0,"August 19, 2023",Good food great people,Good food. Great people.. they are tentative and great in customer service. People will talk to you with a smile on their faces,Date of visit:,/ShowUserReviews-g298452-d10164845-r911437058-Brasserie_On_3-Pasay_Metro_Manila_Luzon.html
Brasserie On 3,5.0,"August 19, 2023",birthday dinner,our dining experience was awesome! requested for a table nearby the window where we can enjoy the view of Manila bay while eating and it was easily granted. the foods were neatly and nicely arranged and dwfinitely delectable.kuddos also to the staff named JC who...assisted us with our needs all through out.,Date of visit:,/ShowUserReviews-g298452-d10164845-r911433728-Brasserie_On_3-Pasay_Metro_Manila_Luzon.html
Brasserie On 3,5.0,"August 17, 2023",Amazing buffet and wonderful service,"This was one of the best buffet dinners I have ever had, and the staff were very friendly. Our server JC was great, and was very attentive. We were very happy with our whole experience here.",Date of visit:,/ShowUserReviews-g298452-d10164845-r911000834-Brasserie_On_3-Pasay_Metro_Manila_Luzon.html
Brasserie On 3,5.0,"August 16, 2023",Nice place to dine in,Staff are accommodating. The place has a nice ambience and clean.   Quality food and great service.,Date of visit:,/ShowUserReviews-g298452-d10164845-r910675710-Brasserie_On_3-Pasay_Metro_Manila_Luzon.html
Brasserie On 3,5.0,"August 16, 2023",Awesome day to remember,"The staff are very friendly, always smiling.
The food is great indeed! I love the tenderness of the meat..",Date of visit:,/ShowUserReviews-g298452-d10164845-r910639572-Brasserie_On_3-Pasay_Metro_Manila_Luzon.html
Brasserie On 3,5.0,"August 12, 2023",Best customer service experience,"Food was very good and customer service was excellent. Continue your passion Brasserieon3 ❤️‍🔥 Thanks also to Zaldy, Stephen and Mon for showing us what an excellent service Brasserie has",Date of visit:,/ShowUserReviews-g298452-d10164845-r909730652-Brasserie_On_3-Pasay_Metro_Manila_Luzon.html
Brasserie On 3,5.0,"July 28, 2023",great,"The ambiance at this place is truly delightful, creating a wonderful atmosphere for a memorable dining experience. The food selection is particularly satisfying, especially if you're a fan of Asian cuisine. The variety of dishes offered is impressive, and the desserts area is a feast...for the eyes, making it hard to resist trying everything.",Date of visit:,/ShowUserReviews-g298452-d10164845-r906121836-Brasserie_On_3-Pasay_Metro_Manila_Luzon.html
Senju,4.0,"August 26, 2023",Great Crazy Maki!,"I ordered the most recommended dish which is the Crazy Maki, and it didn't disappoint! Shrimp in the tempura is juicy. 

Serving size is large, so I recommend to go here during lunch time.",Date of visit:,/ShowUserReviews-g298451-d1784015-r912952761-Senju-Mandaluyong_Metro_Manila_Luzon.html
Senju,5.0,"August 26, 2023",Favorite restaurant,"My favorite japanes restaurant this is our go to place whenever we are checked in here in edsa shangril, always love their oysters, gindara and tepanyaki",Date of visit:,/ShowUserReviews-g298451-d1784015-r912952269-Senju-Mandaluyong_Metro_Manila_Luzon.html
Senju,5.0,"August 25, 2023",Date night,Great place for a quiet date night. Great food and cozy ambience. Staff are all nice too. Kani salad here is the best 🥰,Date of visit:,/ShowUserReviews-g298451-d1784015-r912806049-Senju-Mandaluyong_Metro_Manila_Luzon.html
Senju,5.0,"August 24, 2023",Splendid experience!,"We celebrated our anniversary and the whole experience was splendid. The food was amazing. We had crazy maki, spicy tuna salad, and wafu steak. The wafu steak stood out. The staff was also very accommodating, Peter and Christian went beyond with the service. They even...served a complimentary dessert to celebrate our occasion.",Date of visit:,/ShowUserReviews-g298451-d1784015-r912607165-Senju-Mandaluyong_Metro_Manila_Luzon.html
Senju,5.0,"August 23, 2023",Private room dinner,"Our favorite japanese restaurant. Ranier, our server provided excellent service. Very happy that they were able to accommodate us in a private room.",Date of visit:,/ShowUserReviews-g298451-d1784015-r912402568-Senju-Mandaluyong_Metro_Manila_Luzon.html
Senju,5.0,"August 23, 2023",Sumptous delicious meal,"Perfect place to celebrate birthdays.  Absolutely love the food! Christian, our server had been very accommodating and patient",Date of visit:,/ShowUserReviews-g298451-d1784015-r912384749-Senju-Mandaluyong_Metro_Manila_Luzon.html
Senju,5.0,"August 23, 2023",Great service!,Steph and Steph provided excellent service. Looked after our dining needs. Will come back for more good food!,Date of visit:,/ShowUserReviews-g298451-d1784015-r912315203-Senju-Mandaluyong_Metro_Manila_Luzon.html
Senju,4.0,"August 20, 2023",Senju Birthday Dinner,"Food is great. And you get the value for money. I especially love their desserts! I recommend Peter and Christian, our servers as they were attentive to our needs",Date of visit:,/ShowUserReviews-g298451-d1784015-r911664105-Senju-Mandaluyong_Metro_Manila_Luzon.html
Senju,5.0,"August 19, 2023",Excellent food and awesome staff,"The food selections have always been undoubtedly superb!  However, what was truly outstanding was the impeccable service provided by the hotel's seasoned staff led by Stephanie with support from Jossel. Stephanie  made an extra mile of recommending great selections that were suitable to our likings....Kudos to Senju's team.",Date of visit:,/ShowUserReviews-g298451-d1784015-r911448068-Senju-Mandaluyong_Metro_Manila_Luzon.html
Senju,5.0,"August 19, 2023",Fresh Japanese food!,"Good ambiance, fresh sashimi and ebi tempura. Attentive service from Marvin and the team. Will definitely return.",Date of visit:,/ShowUserReviews-g298451-d1784015-r911423641-Senju-Mandaluyong_Metro_Manila_Luzon.html
Senju,5.0,"August 18, 2023","Good food, good service","Good food, good service. Get the tempura, rib eye and gindara. Sashimi is a no brainer, fresh and milky. Pleasant service staff, particularly Marvin, Bess and Peter.",Date of visit:,/ShowUserReviews-g298451-d1784015-r911227932-Senju-Mandaluyong_Metro_Manila_Luzon.html
Senju,5.0,"August 18, 2023",Awesome Birthday Song,"Good food but excellent service, thanks to Marvin and Bess! You made our simple birthday celebration more exciting.",Date of visit:,/ShowUserReviews-g298451-d1784015-r911222206-Senju-Mandaluyong_Metro_Manila_Luzon.html
