name,url,title,user_link,user_name,rating,content,visit_date,purpose,review_date
Metropolitan Museum of Art,/ShowUserReviews-g298573-d310885-r666379073-Metropolitan_Museum_of_Art-Manila_Metro_Manila_Luzon.html,More than the exhibits themselves are the excellent tour guides,/Profile/Medy1950,Medy1950,5.0,"We had a chance to visit the Metropolitan Museum of Art and chanced upon their president, Tina Colayco. She was really helpful but she allowed her guides to guide us and filled in where they left off mostly on ""ancient"" history concerns since we are senior citizens from Davao City exploring the cultural scene in Manila.We were also lucky since she had some design students and she pointed out important design innovations.  An interesting exhibit was the story of the Werkbund in pictures, text, and actual products and how it still exists from the first WW up to the present. Its designs were ahead of its times! They were talking of branding before it was in fashion, The functional chair collection showed designs that are used even today! The young guides did not know ""soligia."" The museum itself that was open to public were the ground floor and second floor. On the second floor I liked their art collection; paintings and a few sculptures. They were show casing there, too, some clothing which used recycled materials! You wouldn't have guessed. I do wish to return to view their gold collection. Another visit!",Apr 2019,,",14 April 2019"
Metropolitan Museum of Art,/ShowUserReviews-g298573-d310885-r660295222-Metropolitan_Museum_of_Art-Manila_Metro_Manila_Luzon.html,Too artsy,/Profile/cheekadiz,Maria Francesca,3.0,"I find the paintings and art collection hard to understand; although the area is spacious enough to accommodate big groups and students. Place is well kept, there are several exhibits, mostly from local artists.",Feb 2019,Couples,",22 March 2019"
Metropolitan Museum of Art,/ShowUserReviews-g298573-d310885-r639611354-Metropolitan_Museum_of_Art-Manila_Metro_Manila_Luzon.html,You can skip this,/Profile/NiranjanH_12,Niranjan H,3.0,Good photos but not worth seeing if you have seen many museums. It has a good collection of contemporary art.,Nov 2018,Solo,",14 December 2018"
Metropolitan Museum of Art,/ShowUserReviews-g298573-d310885-r638497424-Metropolitan_Museum_of_Art-Manila_Metro_Manila_Luzon.html,Enjoying the stay,/Profile/visaoglobal,Artur D,5.0," was pleasantly surprised by the quality of the exhibits and the careful way how everything is exposed and taken care of, it is worth devoting a few hours to learn",Nov 2018,,",10 December 2018"
Metropolitan Museum of Art,/ShowUserReviews-g298573-d310885-r626092470-Metropolitan_Museum_of_Art-Manila_Metro_Manila_Luzon.html,A great surprise,/Profile/JorgeViduka,JorgeViduka,4.0,"I visited the museum with my girlfriend and it was a great surprise. We discover some local artists that we didn't know. Very nice museum even-though it was empty. Our hotel was close to the museum so we decided to visit it, worth it",Feb 2018,Couples,",18 October 2018"
Metropolitan Museum of Art,,,,,,,,,
168 Shopping Mall,/ShowUserReviews-g298573-d2074060-r781502253-168_Shopping_Mall-Manila_Metro_Manila_Luzon.html,Place that I leave,/Profile/jallinc2021,Jallin C,5.0,Wow! This place is so nice I live my home is in 168 shopping mall. Good place many good thing I love 168 shopping mall. do you love?,Jan 2021,Business,",21 January 2021"
168 Shopping Mall,/ShowUserReviews-g298573-d2074060-r755694803-168_Shopping_Mall-Manila_Metro_Manila_Luzon.html,Time pass,/Profile/AaqarshAiyyar,Aaqarsh Aiyyar,4.0,I had a good time roaming around this shopping mall and I bought a few souvenirs . It is a nice place to understand the kind of things you get in Manila.,Feb 2020,Friends,",31 May 2020"
168 Shopping Mall,/ShowUserReviews-g298573-d2074060-r740101544-168_Shopping_Mall-Manila_Metro_Manila_Luzon.html,Was there yesterday,/Profile/Indy27,Indy27,5.0,If you are a shopper or you now live in Antipolo as I do shopping before or after church is a delight. You may not buy anything but it gives you an idea of what is available. We don't have street markets and I enjoy them immensely and there are many in Antipolo around the big malls that are everywhere. The products are NOT seconds but high quality and I bought a number of things from electrical  items for my house to shoes and stuff like that including wallets. It is a shopper paradise and walking from the street shops to the mall - in and out - are just great.,Jan 2020,,",19 January 2020"
168 Shopping Mall,/ShowUserReviews-g298573-d2074060-r738979696-168_Shopping_Mall-Manila_Metro_Manila_Luzon.html,Plenty of choices mostly made in China.,/Profile/gabayali,gabayali,2.0,"CAREFUL!!!! shop like Marva (old name) now changed to AURA located on the 3rd floor. DISHONEST, bad image for Manila & for our Country.",Dec 2019,,",13 January 2020"
168 Shopping Mall,/ShowUserReviews-g298573-d2074060-r737356241-168_Shopping_Mall-Manila_Metro_Manila_Luzon.html,Deals at every turn,/Profile/rayr0d102,rayr0d102,5.0,If you have patience and dont mind long walks then this is the place to go if you are shopping for bargains. They have nearly everything one would look for at cheap prices.. I've shopped at green hills and feel that you will get better deals here as long as you have patience..,Nov 2019,Couples,",6 January 2020"
168 Shopping Mall,/ShowUserReviews-g298573-d2074060-r729665827-168_Shopping_Mall-Manila_Metro_Manila_Luzon.html,Fantastic Prices,/Profile/Cruiser50340192406,Cruiser50340192406,5.0,Prices are great your Franklin will go a long long way. Based on the present currency exchange you can buy a lot.,Dec 2018,,",29 November 2019"
168 Shopping Mall,/ShowUserReviews-g298573-d2074060-r724564666-168_Shopping_Mall-Manila_Metro_Manila_Luzon.html,Manila Malling,/Profile/azurc21,azurc21,4.0,"Lots of stuffs to choose from toys, clothes electronics etc., with very cheap and reasonable prices, but be sure to choose wisely.",Dec 2018,,",6 November 2019"
168 Shopping Mall,/ShowUserReviews-g298573-d2074060-r718144662-168_Shopping_Mall-Manila_Metro_Manila_Luzon.html,Cheap clothes and worth shopping!,/Profile/zerocool19,jaybee,4.0,"If you're into shopping and looking for budget friendly price, this is the place to be, many stuff to buy here. Most of the things you see in Shoppee or Lazada online shopping, you can find it here.. The downside is crowded and unspacious walkway",Jul 2019,,",14 October 2019"
168 Shopping Mall,/ShowUserReviews-g298573-d2074060-r712064645-168_Shopping_Mall-Manila_Metro_Manila_Luzon.html,Kimtann168,/Profile/kimtann168,kimtann168,5.0,Good morning friends how are you .me thanks you good service me see angkor wat Cambodia tourist around the temple is very beautiful temple you recommend me photo very where . thanks you very much.,Sep 2019,Friends,",22 September 2019"
168 Shopping Mall,/ShowUserReviews-g298573-d2074060-r696383416-168_Shopping_Mall-Manila_Metro_Manila_Luzon.html,It is a must visit,/Profile/Ashrafnz,Ashrafnz,4.0,"Very nice full of goods , all what you want and what you do not expect. ,prices are very good ,it is a shopper heaven",Mar 2019,,",7 August 2019"
168 Shopping Mall,,,,,,,,,
Cultural Center of the Philippines,/ShowUserReviews-g298573-d548154-r901353446-Cultural_Center_of_the_Philippines-Manila_Metro_Manila_Luzon.html,🏃‍♀️,/Profile/hieatsreych,Hieatsreych,4.0,"In addition to its role as a venue for Cinemalaya and other events, the Cultural Center of the Philippines also serves as an excellent location for jogging.",Aug 2022,Couples,",8 July 2023"
Cultural Center of the Philippines,/ShowUserReviews-g298573-d548154-r850343521-Cultural_Center_of_the_Philippines-Manila_Metro_Manila_Luzon.html,Art of up and coming Artists,/Profile/Swami_Of_Taste,Sri Babbai Sri ... a,5.0,"Quite the building! On the second floor was a showing of several artists. A few that will stick with you for the rest of your life. For instance one artist forgive me I don't know their name but forever I will think about the heart display. Made from the burnt wood of the Australian fire is a matrix of wooden hearts. This is a reference to our own death, from the Egyptian book of the dead. The docent explained to me that at death each heart is weighted and to pass to the next life a heart weight exactly the same as a feather.  Each soul's heart must be not be too heavy or too light. It made me think for sure. It was quite moving. Another artist provided a glimpse of death as well with a living piece of the earth. The piece of earth that sits above your coffin, I happened to be there when she was bringing in fresh plants to plant. Like someone tending the grave of a love one after they were gone. Overall many treats to see in the place. I would love to see the theater when it is open. I hope they begin having plays there soon. And get more artists to display there works there. Very enjoyable.",May 2022,,",28 July 2022"
Cultural Center of the Philippines,/ShowUserReviews-g298573-d548154-r750941091-Cultural_Center_of_the_Philippines-Manila_Metro_Manila_Luzon.html,Good,/Profile/tylersY4577AX,Hammer13,4.0,Great place to visit and enjoy and soak up the culture of an amazing country and amazing people this is where you learn the true Filipino culture,Feb 2020,Solo,",15 March 2020"
Cultural Center of the Philippines,/ShowUserReviews-g298573-d548154-r740102029-Cultural_Center_of_the_Philippines-Manila_Metro_Manila_Luzon.html,Imprressive,/Profile/Indy27,Indy27,5.0,"This is a wonderful museum and a place to visit during the hotter months since it has AC. The cultural center will astound you with things that you never knew existed. Yes, a wonderful attraction and a must",Dec 2019,,",19 January 2020"
Cultural Center of the Philippines,/ShowUserReviews-g298573-d548154-r731917737-Cultural_Center_of_the_Philippines-Manila_Metro_Manila_Luzon.html,"Center for culture and arts established by former 1st Lady, Imelda Marcos",/Profile/efrenr916,efrenr916,4.0,"Situated in a complex with the Cultural Center, International Convention Center, Folk Arts Theater, Carnival and Ferry Terminal.A showcase project of the Marcos Regime near Lunata Park and Intramuros.",Sep 2019,,",10 December 2019"
Cultural Center of the Philippines,/ShowUserReviews-g298573-d548154-r690221079-Cultural_Center_of_the_Philippines-Manila_Metro_Manila_Luzon.html,GOOD MEMORY,/Profile/MOJ1925,marlyn,5.0,"WOW ITS MY FAVORITE PLACE BECAUSE it was my 1st watch for miss saigon before when i was a single, long time ago., beauty compitation, etc,",Dec 2018,Family,",16 July 2019"
Cultural Center of the Philippines,/ShowUserReviews-g298573-d548154-r674387832-Cultural_Center_of_the_Philippines-Manila_Metro_Manila_Luzon.html,A National Icon,/Profile/VicAlcuaz,VA5,5.0,The Cultural Center of the Philippines is a national icon. This stage has featured among the most prominent local and international artists and has provided Filipinos with high quality cultural presentions since its opening in the ‘70s. ,Feb 2019,Friends,",16 May 2019"
Cultural Center of the Philippines,/ShowUserReviews-g298573-d548154-r663962960-Cultural_Center_of_the_Philippines-Manila_Metro_Manila_Luzon.html,More than just concerts ,/Profile/ET3121,EndlessTravels,4.0,Yes it’s a great venue for concerts but it also has changing exhibits. My son loved the water fountain out the front ,Apr 2019,,",5 April 2019"
Cultural Center of the Philippines,/ShowUserReviews-g298573-d548154-r659821742-Cultural_Center_of_the_Philippines-Manila_Metro_Manila_Luzon.html,An important cultural institution,/Profile/joseaK4955AJ,joseaK4955AJ,5.0,"In spite of a rather uninspiring outside view, the building has a complex of very well-designed and beautifully decorated galleries and spaces inside. I was impressed by the numbers of  young people visiting the Center during the weekends",Mar 2019,Solo,",20 March 2019"
Cultural Center of the Philippines,/ShowUserReviews-g298573-d548154-r656566024-Cultural_Center_of_the_Philippines-Manila_Metro_Manila_Luzon.html,Good place to indulge in filipino culture,/Profile/Dream_Live_Travel,DreamerTraveler,4.0,"We jogged on the sides of CCP and saw many filipino faces, it was fun and the guards around the area, even the police officer were very nice.",Dec 2018,Couples,",5 March 2019"
Cultural Center of the Philippines,,,,,,,,,
Presidential Museum and Library,/ShowUserReviews-g298573-d310879-r716939864-Presidential_Museum_and_Library-Manila_Metro_Manila_Luzon.html,Plan way way ahead.  Send an Email request 3 weeks in advance. Immediately following-up by phone call is a must,/Profile/r0ughnecker,areb5,3.0,I requested a tour and sent an email request with all the necessary information listed on their website.  I received a computer-gerated reply the following day.,Oct 2019,,",10 October 2019"
Presidential Museum and Library,/ShowUserReviews-g298573-d310879-r694858130-Presidential_Museum_and_Library-Manila_Metro_Manila_Luzon.html,Very educational.,/Profile/AaronCris,AaronCris,5.0,"I am a proud Filipino. Going inside to the Malacanang Palace and Presidential Museum was fun. I learned more about our past and current Presidents of this country. Mind you all that if you want to have a tour, you have to send them an request letter through their website and wait for the confirmation. And just follow the house rules inside the museum. ",Jul 2019,Couples,",2 August 2019"
Presidential Museum and Library,/ShowUserReviews-g298573-d310879-r676813486-Presidential_Museum_and_Library-Manila_Metro_Manila_Luzon.html,Some tips,/Profile/Vanessa51910,Vanessa51910,4.0,1.  Entrance is from Laurel St.  Driver will need to leave 1 valid ID at the gate and another valid ID at the museum so drivers should bring 2 id's.  2.  Parking is free and available near gate 6 which is where you will enter the museum,May 2019,Family,",27 May 2019"
Presidential Museum and Library,/ShowUserReviews-g298573-d310879-r564501924-Presidential_Museum_and_Library-Manila_Metro_Manila_Luzon.html,Great Museum and Library,/Profile/millerlaw1,millerlaw1,4.0,"Can only strongly recommend the National Museum. Try to get a guide to explain you all the interesting paintings. Don't forget to check out the room with WWII paintings. The architecture of the building itself it great as well. Allocate some time for the library, many interesting books on the history of the country and the time before the Spanish colonization.",Mar 2018,Friends,",5 March 2018"
Presidential Museum and Library,/ShowUserReviews-g298573-d310879-r563034951-Presidential_Museum_and_Library-Manila_Metro_Manila_Luzon.html,very emotional when visiting.,/Profile/don-philipo-braga,don-philipo-braga,5.0,learn about pinoy pride and history. very emotional place to be in. it will make you realize the struggle and the battles that have been fought to gain freedom for the country. ,Feb 2018,Friends,",26 February 2018"
Presidential Museum and Library,/ShowUserReviews-g298573-d310879-r558282865-Presidential_Museum_and_Library-Manila_Metro_Manila_Luzon.html,Family Tour,/Profile/angeltespinosa,Angel Tuason Espinosa,5.0,"I've never been to Malacanang so it was really exciting to see it for the first time. They're pretty strict with security as expected. We had to have an ID sent in advance as we reserved our tour. On the day of the tour, they really double check the guest list and anyone added on the day itself would not be allowed to enter. Inside, we were ushered to a room to wait for a tour guide. We started the tour with an AVP. Then came the tour around one part of the palace then to the museum on the second floor. We were not allowed to take photos along the hallways and staircases. It's airconditioned so heat was not a problem. We loved our tour guide too. He had lots of trivia and he got to answer all our questions. I suggest getting the earliest time slot for the tour so you don't get crowded and have the audience of the tour guide. ",Oct 2017,,",4 February 2018"
Presidential Museum and Library,/ShowUserReviews-g298573-d310879-r551116007-Presidential_Museum_and_Library-Manila_Metro_Manila_Luzon.html,Historic place to remember,/Profile/AmyA1807,Amy A,5.0,This is a great place to see to be connected to the country's history. We accessed this as part of the Malacanang tour we earlier arranged. The guide was well informed and prepared and our group had a great time.,Feb 2017,Family,",3 January 2018"
Presidential Museum and Library,/ShowUserReviews-g298573-d310879-r512795765-Presidential_Museum_and_Library-Manila_Metro_Manila_Luzon.html,President Marcos,/Profile/paulmX423WO,Paul M,5.0,This was the most interesting tour to date in Manila. Well worth a visit. We got searched many times by Army & had to show ID. But I would recommend this tour.,Aug 2017,Family,",14 August 2017"
Presidential Museum and Library,/ShowUserReviews-g298573-d310879-r489226593-Presidential_Museum_and_Library-Manila_Metro_Manila_Luzon.html,Worth a visit,/Profile/teresacQ2137RK,Teresa C,4.0,"Visited this seat of power with friends. Viewed interesting snippets - such as library collections, rooms, pictures and memorabilia. One must book and be permitted to visit. A good guide is recommended.",Nov 2016,Friends,",30 May 2017"
Presidential Museum and Library,/ShowUserReviews-g298573-d310879-r464405140-Presidential_Museum_and_Library-Manila_Metro_Manila_Luzon.html,worthy and memorable experience!,/Profile/sethbugs,sethbugs,5.0,"This is one of my most memorable experience this year. But before getting into a tour, you need to request first for a schedule and if you have a suggested schedule please feel free to indicate also so they can check if there is a slot available thru email. You can actually, go to their site for infos and their contact numbers. There is also an appropriate dress code for the tour so please take note. Sleeveless shirts, slippers and shorts are a no-no. Overall, the visit is hassle free because the staff are organized. You can see memorabilias and books of past presidents of the Philippines inside the museum, from there you can picture out each presidents different personalities. One thing that caught my attention also are the very nice interior which makes any visitor nostalgic and historical and the antique furnitures as well. The Presidential Museum and Library is worth the visit when you are here in the Philippines.",Feb 2017,Friends,",4 March 2017"
Presidential Museum and Library,,,,,,,,,
National Museum Of Anthropology,/ShowUserReviews-g298573-d11796928-r884469581-National_Museum_Of_Anthropology-Manila_Metro_Manila_Luzon.html,Most interesting museum in Manila.,/Profile/Paul-Escapology,Paul D,5.0,"Probably the best of the museums in Manila, lots of artifacts and information. Could easy spend the best part of the day in there. Such a shame they do not have a coffee and cake room anywhere in the building.  They are definitely in need of one.",Mar 2023,Friends,",2 April 2023"
National Museum Of Anthropology,/ShowUserReviews-g298573-d11796928-r876127604-National_Museum_Of_Anthropology-Manila_Metro_Manila_Luzon.html,Museum of Anthropology,/Profile/petermY2777LY,Peter M,4.0,This Museum was known before as the Museum of the Filipino People and is near Rizal Park. I is part of the National Museum. It is in an impressive building but was closed when I went to see it. It houses Ethnological and Archaeological exhibitions.,Oct 2022,,",23 January 2023"
National Museum Of Anthropology,/ShowUserReviews-g298573-d11796928-r875226723-National_Museum_Of_Anthropology-Manila_Metro_Manila_Luzon.html,"Beautiful, well presented museum",/Profile/jedes,jedes,5.0,A terrific compendium of Philippine history. This is a must-see. Start at the top floor and wend your way down. You will not be disappointed.,Dec 2022,,",15 January 2023"
National Museum Of Anthropology,/ShowUserReviews-g298573-d11796928-r872995401-National_Museum_Of_Anthropology-Manila_Metro_Manila_Luzon.html,If you are rich enough to waste 3 hours of your day!,/Profile/737marisal,Marisa L,1.0,"The information people expect to see in this museum is far from what you really get once you start the tour. You will mostly read who the donor is, who sponsored which arts and paintings.  Mostly, the arts and paintings you see are newly made out of recycled materials. Locals were so loud and only took their photos from the entrance to the stairways, hallways without any consideration that there were other people in the building.  Kids running playing around. The museum itself is not informative. I'm deeply disappointed and felt so embarrassed 😳 about ignorance and narcissism of some.",Dec 2022,Couples,",27 December 2022"
National Museum Of Anthropology,/ShowUserReviews-g298573-d11796928-r872568651-National_Museum_Of_Anthropology-Manila_Metro_Manila_Luzon.html,Good to spend an hour or so,/Profile/The_Traveling_Expat,The_Traveling_Expat,3.0,"This is one of the three national museums of the Philippines and focuses on indigenous cultures.  There are a lot of items that give an idea of the different cultural practices of the islands.  Some of the exhibits were more interesting than others, but this is a worthwhile visit.",Dec 2022,,",23 December 2022"
National Museum Of Anthropology,/ShowUserReviews-g298573-d11796928-r751223707-National_Museum_Of_Anthropology-Manila_Metro_Manila_Luzon.html,A Must Visit If You Love History,/Profile/ccdtrv,Explorerold,5.0,I've been to the National Museum of Fine Arts years ago and was not aware that there are other National Museum buildings around like the Natural History and Anthropology. ,Mar 2020,Solo,",17 March 2020"
National Museum Of Anthropology,/ShowUserReviews-g298573-d11796928-r751111289-National_Museum_Of_Anthropology-Manila_Metro_Manila_Luzon.html,Great experience ,/Profile/585paulv,Paul V,4.0,"This museum is located in a modern building. Entrance is free, but you have to leave backpacks in the storage room (also free). Spread over four floors, this museum gives a very good overview of Filipino culture, customs and associated information. Displays are in huge rooms and explanations are available in English. Yo can easily spend two to three hours here  and only catch a glimpse of what is available. Lots f free, clean bathrooms. Very friendly staff. Recommended.",Mar 2020,Couples,",16 March 2020"
National Museum Of Anthropology,/ShowUserReviews-g298573-d11796928-r746606315-National_Museum_Of_Anthropology-Manila_Metro_Manila_Luzon.html,Fantastic museum,/Profile/Nomad59999,Nomad59999,5.0,"Fascinating exhibitions that showcase the long and rich history of the Philippines, from the Neolithic to the present-day. The pre-colonial materials are fascinating, and don't miss the gorgeous gallery showcasing the visual culture of MIndanao and the southern Philippines",Feb 2020,,",21 February 2020"
National Museum Of Anthropology,/ShowUserReviews-g298573-d11796928-r745762062-National_Museum_Of_Anthropology-Manila_Metro_Manila_Luzon.html,Chill in Sagada,/Profile/s0nyapn,Son Yap N,5.0,"Sagada will always be my place to chill and dine. Came here to destress from the hustle of the city. In Sagada, you’ll find coffee shops for coffee fix like Sagada Brew. There are also restaurants to satisfy your cravings. Temperature will always be cold in the morning and evening with fogs and mist so make sure to always bring your jackets, while it gets a little hot in the afternoon.",Nov 2019,Couples,",17 February 2020"
National Museum Of Anthropology,/ShowUserReviews-g298573-d11796928-r743140986-National_Museum_Of_Anthropology-Manila_Metro_Manila_Luzon.html,National Museum Of Anthropology,/Profile/PURPLECURIOSITYBLOG,Purple Curiosity,4.0,"There are 4 floors, with each room showcasing exhibitions of the Filipino people, the southern islands culture, ancient artefacts, early trade, textiles, biodiversity, religion, baybayin script and pieces from the San Diego wreckage. Each exhibition room was quite large, with corresponding object labels and some rooms had a video playing demonstrating how a Filipino instrument was played. I’m not sure if they have guided tours, as none was offered at entry...",Jan 2020,,",5 February 2020"
National Museum Of Anthropology,,,,,,,,,
Memorare Manila Monument,/ShowUserReviews-g298573-d3685436-r856435855-Memorare_Manila_Monument-Manila_Metro_Manila_Luzon.html,Beautiful,/Profile/usafccf,Scott B,5.0,"A sobering memorial…This is a beautiful memorial to the 100,000 Filipinos who perished during the battle of Manila. I highly recommend a visit.",Aug 2022,Couples,",26 August 2022"
Memorare Manila Monument,/ShowUserReviews-g298573-d3685436-r779292797-Memorare_Manila_Monument-Manila_Metro_Manila_Luzon.html,Respect,/Profile/aamart1969,Marty,5.0,"This memorial is dedicated to all those innocent victims of war, many of whom went nameless and unknown to a common grave, or never even knew a grave at all, their bodies having been consumed by fire or crushed to dust beneath the rubble of ruins.",Dec 2020,Solo,",16 December 2020"
Memorare Manila Monument,/ShowUserReviews-g298573-d3685436-r757208089-Memorare_Manila_Monument-Manila_Metro_Manila_Luzon.html,Small WW2 Memorial in Intramuros,/Profile/KGB777,KGB777,3.0,"This is a small memorial to the victims of the Battle of Manila during the Second World War. This was a significant battle as it resulted in Manila being fairly comprehensively destroyed, and unfortunately most of the colonial district too. The monument itself is fairly average, but if you're already in the area it might be worth a quick visit.",Feb 2020,,",11 June 2020"
Memorare Manila Monument,/ShowUserReviews-g298573-d3685436-r744695730-Memorare_Manila_Monument-Manila_Metro_Manila_Luzon.html,75th Anniversary of the Battle of Manila Visit,/Profile/316vincents,Enteng B,5.0,"Beautiful monument.  Sadly,  the vicinity needs to be maintained better.  It was dirty and one if there images had been desecrated.",Feb 2020,Couples,",12 February 2020"
Memorare Manila Monument,/ShowUserReviews-g298573-d3685436-r742094678-Memorare_Manila_Monument-Manila_Metro_Manila_Luzon.html,Memorare,/Profile/Dale10,Dale10,4.0,This structure was built to remember those who lost their lives during the war. It in the middle of Intramuros.,Oct 2019,,",30 January 2020"
Memorare Manila Monument,/ShowUserReviews-g298573-d3685436-r733258824-Memorare_Manila_Monument-Manila_Metro_Manila_Luzon.html,Wonderful memorial of the Battle of Manila ,/Profile/kanemochi,Steven T,5.0,"The Memorare – Manila 1945 Monument commemorates the lives lost during the battle for the liberation of Manila, waged by Filipino and American forces against Imperial Japanese troops from February 3, 1945, to March 3, 1945.",Dec 2019,Solo,",17 December 2019"
Memorare Manila Monument,/ShowUserReviews-g298573-d3685436-r731447434-Memorare_Manila_Monument-Manila_Metro_Manila_Luzon.html,Touching Monument,/Profile/wireless_in_CA,wireless_in_CA,5.0,This monument was located on the corner as we walked from Fort Santiago to St Augustin Church.,Nov 2019,Solo,",8 December 2019"
Memorare Manila Monument,/ShowUserReviews-g298573-d3685436-r722708015-Memorare_Manila_Monument-Manila_Metro_Manila_Luzon.html,Quite impressive War Memorial,/Profile/Mojoblue717,Mojoblue717,4.0,"Noticed this war memorial, whilst on a walking tour of Intramuros. Situated on a road, just past Cathedral and St Augustins, it commemorates the 100,000 people who lost their lives during the Japanese Occupation. For myself, it made me realise just how badly the Philippines People were treated during WW2. Quite an impressive sculpture, depicting a woman holding a dead body and surrounded by dead bodies and victims of rape. You don't need long here, but the memory lingers",Oct 2019,,",31 October 2019"
Memorare Manila Monument,/ShowUserReviews-g298573-d3685436-r722541674-Memorare_Manila_Monument-Manila_Metro_Manila_Luzon.html,A drive by is all that is required,/Profile/gea4957,gea4957,4.0,Parking near here is impossible. Our guide drove buy to let us take pictures and explain the Monument. This is not a must see but a very nice monument if time permits.,Oct 2019,,",30 October 2019"
Memorare Manila Monument,/ShowUserReviews-g298573-d3685436-r718785019-Memorare_Manila_Monument-Manila_Metro_Manila_Luzon.html,sad memorial of war,/Profile/falejan,leah,4.0,"A memorial of the last world war situated near the famous San Agustin Church, made sadder by the fact that it largely goes unnoticed by most people passing by this area. The memory of war has long faded it seems.",Apr 2019,,",16 October 2019"
Memorare Manila Monument,,,,,,,,,
Summit Ridge Promenade,/ShowUserReviews-g317121-d3823229-r886530471-Summit_Ridge_Promenade-Tagaytay_Cavite_Province_Calabarzon_Region_Luzon.html,Family Staycation!,/Profile/hannahdS4489LS,Hannah.D,5.0,"Bridge Summit Tagaytay one of my reccommendation hotel here in tagaytay because all you need is here, the rooms secure cleanliness and proper. the stafts, the accommodation foods and pool and especially the perfect view of taal volcano that i know your whole family like.",Apr 2023,,",16 April 2023"
Summit Ridge Promenade,/ShowUserReviews-g317121-d3823229-r885103920-Summit_Ridge_Promenade-Tagaytay_Cavite_Province_Calabarzon_Region_Luzon.html,Relaxing and Enjoy experience,/Profile/kenoU9324RQ,Ken O,5.0,"I maximize my time here in summit ridge hotel tagaytay do all activities here @summit like gym, spa, swimming, etc.",Mar 2023,Friends,",6 April 2023"
Summit Ridge Promenade,/ShowUserReviews-g317121-d3823229-r883607223-Summit_Ridge_Promenade-Tagaytay_Cavite_Province_Calabarzon_Region_Luzon.html,Amazing,/Profile/raquelbP5361FX,RAQUEL B,5.0,The Main Ballroom Hall was superb and employees are so accommodating and very kind. Greater services,Mar 2023,Family,",26 March 2023"
Summit Ridge Promenade,/ShowUserReviews-g317121-d3823229-r879779987-Summit_Ridge_Promenade-Tagaytay_Cavite_Province_Calabarzon_Region_Luzon.html,Summit Hotel,/Profile/150sandea,Sande A,5.0,"The housekeeping was so approachable and the people working there is very nice, i recommend this hotel.",Jun 2022,Family,",23 February 2023"
Summit Ridge Promenade,/ShowUserReviews-g317121-d3823229-r833552737-Summit_Ridge_Promenade-Tagaytay_Cavite_Province_Calabarzon_Region_Luzon.html,One of the best hotel in to stay in tagaytay,/Profile/bayronj418,Bayron J,5.0,"Best experience to stay in tagaytay, it offers the great view of taal, and one of the best service to stay in hotel. thank you we  will comeback again. ",Apr 2022,Solo,",5 April 2022"
Summit Ridge Promenade,/ShowUserReviews-g317121-d3823229-r832038359-Summit_Ridge_Promenade-Tagaytay_Cavite_Province_Calabarzon_Region_Luzon.html,Thank you for accommodating us even with such short notice. Your hospitality is such a blessing.,/Profile/kennethpR525CH,Kenneth P,5.0,"I have no idea and no word to express my thankfulness and the feelings of my heart. You went above and beyond, and I am touched and grateful.",Mar 2022,Solo,",22 March 2022"
Summit Ridge Promenade,/ShowUserReviews-g317121-d3823229-r738330621-Summit_Ridge_Promenade-Tagaytay_Cavite_Province_Calabarzon_Region_Luzon.html,Summit Ridge Short Stay Feedback ,/Profile/606marcieb,Marcie B,3.0,"We stayed during a weekday for a quick tour. The place was exactly what everyone said: good view! That basically is what you're paying for.  There's a mini mall close by with a Starbucks (not the one with the good view but a normal one), Nuat Thai massage,  supermarket,  pizza place, Samgyup, Hap Chan, appliance centre, local bakeshop. Across the hotel you'll find more restaurants and a Gerry's Grill. There's a condo unit by SMDC beside the hotel too, where there's a 7-11 and Ace Hardware. Sky Ranch is within the area, but it's quite a long walk. Location-wise, pretty ok but you'd still need a car to take you to the tourist places of interest. The hotel is grand, with a lot of function halls. Staff is friendly. The room is spacious, but needs freshening up. The wardrobe smells moldy so we didn't use it, the sheets are torn at the corners. The aircon only cools up to 22'C, so it was colder outside and we opened the windows instead. The breakfast was ok; no bacon but local stuff like tocino, sweet sausages, etc. They have a pool, but no one swims in it, as it's not temperature controlled. The lift is surprisingly warm, no ventilation. All in all, average stay, meets your basic needs, and again, you pay for the view of Taal in your room and the Sky Ranch at the hall.",Jan 2020,Couples,",10 January 2020"
Summit Ridge Promenade,/ShowUserReviews-g317121-d3823229-r735025241-Summit_Ridge_Promenade-Tagaytay_Cavite_Province_Calabarzon_Region_Luzon.html,Inlove With This Hotel,/Profile/977nel,Ne L,5.0,I came with my friends.We enjoy our stay.The place is so beautiful and the staff our so accomodating.We will come back again with our family so they will also experience.,Dec 2019,Family,",27 December 2019"
Summit Ridge Promenade,/ShowUserReviews-g317121-d3823229-r734514198-Summit_Ridge_Promenade-Tagaytay_Cavite_Province_Calabarzon_Region_Luzon.html,Christmas Vacay,/Profile/spine97,Cocoy Espina,4.0,We arrived on the evening of the 23rd Dec'19 and was warmly received by the staff. Parking space was ample and the lobby was well decorated for the season.,Dec 2019,Family,",24 December 2019"
Summit Ridge Promenade,/ShowUserReviews-g317121-d3823229-r732967767-Summit_Ridge_Promenade-Tagaytay_Cavite_Province_Calabarzon_Region_Luzon.html,Micromarket Cascade and 2020 Planning,/Profile/X9301CGjoyl,Joy L,5.0,"Very relaxing place, recommended to travellers to stay here at Summit Ridge. Nice and very accomodating  staff.",Dec 2019,Business,",16 December 2019"
Summit Ridge Promenade,,,,,,,,,
